"MATERIAL","CHAR","CHARVALUE","ACTIVE"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 PRO64_SERBIAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 PRO64_SIMPLIFIED_CN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 PRO64_SL_CR_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 PRO64_SLOVAKIAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 PRO64_SPANISH",""
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 PRO64_TC_EN_HK","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 PRO64_TC_EN_TW","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 PRO64_TURKISH_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10_H64_HK_TC_SC_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10_PRO64_HK_TC_SC_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN7 PRO 64_SLOVENIAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN7 PRO64 EM MEA_CL PORT_EN","X"
"30ATCTO1WW","EPPRELOAD_OS","NO_OPERATING_SYSTEM","X"
"30ATCTO1WW","EPPRELOAD_OS","WIN10_HOME 64","X"
"30ATCTO1WW","EPPRELOAD_OS","WIN10_HOME 64 EM","X"
"30ATCTO1WW","EPPRELOAD_OS","WIN10_PRO64","X"
"30ATCTO1WW","EPPRELOAD_OS","WIN10_PRO64_DG_WIN7 PRO64","X"
"30ATCTO1WW","EPPRELOAD_OS","WIN7_P64","X"
"30ATCTO1WW","EPPRELOAD_TYPE","CUSTOM_IMAGE","X"
"30ATCTO1WW","EPPRELOAD_TYPE","STANDARD_IMAGE","X"
"30ATCTO1WW","EPPS2PORTCABLE","NO_PS2 PORT CABLE","X"
"30ATCTO1WW","EPPS2PORTCABLE","PS2 PORT CABLE","X"
"30ATCTO1WW","EPPUB","PUB_ARABIC_EN_CL","X"
"30ATCTO1WW","EPPUB","PUB_BULGARIAN","X"
"30ATCTO1WW","EPPUB","PUB_CZECH_EN_CL","X"
"30ATCTO1WW","EPPUB","PUB_EMEA","X"
"30ATCTO1WW","EPPUB","PUB_ENGLISH","X"
"30ATCTO1WW","EPPUB","PUB_FRENCH","X"
"30ATCTO1WW","EPPUB","PUB_GERMAN","X"
"30ATCTO1WW","EPPUB","PUB_GREEK_EN_CL","X"
"30ATCTO1WW","EPPUB","PUB_HEBREW_EN_CL","X"
"30ATCTO1WW","EPPUB","PUB_HUNGARIAN","X"
"30ATCTO1WW","EPPUB","PUB_ITALIAN_EN_CL","X"
"30ATCTO1WW","EPPUB","PUB_JP_EN_CL","X"
"30ATCTO1WW","EPPUB","PUB_KOREAN_EN","X"
"30ATCTO1WW","EPPUB","PUB_NORDICS_EN_CL","X"
"30ATCTO1WW","EPPUB","PUB_POLISH","X"
"30ATCTO1WW","EPPUB","PUB_PORTUGUESE_BR","X"
"30ATCTO1WW","EPPUB","PUB_PORTUGUESE_EN_CL","X"
"30ATCTO1WW","EPPUB","PUB_ROMANIAN","X"
"30ATCTO1WW","EPPUB","PUB_RUSSIAN","X"
"30ATCTO1WW","EPPUB","PUB_SERBIAN_LATIN","X"
"30ATCTO1WW","EPPUB","PUB_SIMPLIFIED CHINESE","X"
"30ATCTO1WW","EPPUB","PUB_SLOVAKIAN_EN_CL","X"
"30ATCTO1WW","EPPUB","PUB_SLOVENIAN_CROATIAN_EN","X"
"30ATCTO1WW","EPPUB","PUB_SPANISH","X"
"30ATCTO1WW","EPPUB","PUB_TC_EN_HK_CL","X"
"30ATCTO1WW","EPPUB","PUB_TC_EN_TW_CL","X"
"30ATCTO1WW","EPPUB","PUB_THAILAND","X"
"30ATCTO1WW","EPPUB","PUB_TURKISH_EN_CL","X"
"30ATCTO1WW","EPPUB","PUB_UKRAINIAN","X"
"30ATCTO1WW","EPRDVD","NO RECOVERY DVD","X"
"30ATCTO1WW","EPRDVD","NONE_SB","X"
"30ATCTO1WW","EPRDVD","RDVD WIN 7 P64 ARABIC","X"
"30ATCTO1WW","EPRDVD","RDVD WIN 7 P64 BRAZPORT","X"
"30ATCTO1WW","EPRDVD","RDVD WIN 7 P64 CR_SL_EN_CL","X"
"30ATCTO1WW","EPRDVD","RDVD WIN 7 P64 CZECH","X"
"30ATCTO1WW","EPRDVD","RDVD WIN 7 P64 EMEA","X"
"30ATCTO1WW","EPRDVD","RDVD WIN 7 P64 ENGLISH","X"
"30ATCTO1WW","EPRDVD","RDVD WIN 7 P64 FRENCH","X"
"30ATCTO1WW","EPRDVD","RDVD WIN 7 P64 GERMAN","X"
"30ATCTO1WW","EPRDVD","RDVD WIN 7 P64 GREEK","X"
"30ATCTO1WW","EPRDVD","RDVD WIN 7 P64 HUNGARIAN EN","X"
"30ATCTO1WW","EPRDVD","RDVD WIN 7 P64 JAPANESE","X"
"30ATCTO1WW","EPRDVD","RDVD WIN 7 P64 KOREAN","X"
"30ATCTO1WW","EPRDVD","RDVD WIN 7 P64 NORDICS","X"
"30ATCTO1WW","EPRDVD","RDVD WIN 7 P64 POLISH","X"
"30ATCTO1WW","EPRDVD","RDVD WIN 7 P64 PORTUGUESE","X"
"30ATCTO1WW","EPRDVD","RDVD WIN 7 P64 ROMANIAN EN","X"
"30ATCTO1WW","EPRDVD","RDVD WIN 7 P64 RUSSIAN","X"
"30ATCTO1WW","EPRDVD","RDVD WIN 7 P64 SERB_LATIN EN","X"
"30ATCTO1WW","EPRDVD","RDVD WIN 7 P64 SLOVAKIAN","X"
"30ATCTO1WW","EPRDVD","RDVD WIN 7 P64 SPANISH","X"
"30ATCTO1WW","EPRDVD","RDVD WIN 7 P64 TURKISH","X"
"30ATCTO1WW","EPRDVD","RDVD WIN7 P64 HEBREW","X"
"30ATCTO1WW","EPRDVD","RDVD WIN7 P64 HK TC_EN","X"
"30ATCTO1WW","EPRDVD","RDVD WIN7 P64 TWN TC_EN","X"
"30ATCTO1WW","EPRDVD","WIN10P64 RDVD_COUPON_DUMMY_SC","X"
"30ATCTO1WW","EPRDVD","WIN10P64 RDVD_COUPON_HEBREW","X"
"30ATCTO1WW","EPRDVD","WIN10P64 RDVD_COUPON_WW","X"
"30ATCTO1WW","EPRDVD","WIN10P64 RUSB_ARABIC_EN","X"
"30ATCTO1WW","EPRDVD","WIN10P64 RUSB_BRAZPORT","X"
"30ATCTO1WW","EPRDVD","WIN10P64 RUSB_CR_SL_EN_CL","X"
"30ATCTO1WW","EPRDVD","WIN10P64 RUSB_CZECH_EN","X"
"30ATCTO1WW","EPRDVD","WIN10P64 RUSB_ENGLISH","X"
"30ATCTO1WW","EPRDVD","WIN10P64 RUSB_FRENCH","X"
"30ATCTO1WW","EPRDVD","WIN10P64 RUSB_GERMAN","X"
"30ATCTO1WW","EPRDVD","WIN10P64 RUSB_GREEK_EN","X"
"30ATCTO1WW","EPRDVD","WIN10P64 RUSB_HEBREW_EN","X"
"30ATCTO1WW","EPRDVD","WIN10P64 RUSB_HUNGARIAN_EN","X"
"30ATCTO1WW","EPRDVD","WIN10P64 RUSB_JAPANESE_EN","X"
"30ATCTO1WW","EPRDVD","WIN10P64 RUSB_KOREA_EN","X"
"30ATCTO1WW","EPRDVD","WIN10P64 RUSB_ML_EMEA_WE","X"
"30ATCTO1WW","EPRDVD","WIN10P64 RUSB_NORDIC_CL","X"
"30ATCTO1WW","EPRDVD","WIN10P64 RUSB_POLISH","X"
"30ATCTO1WW","EPRDVD","WIN10P64 RUSB_PORTUGUESE_EN","X"
"30ATCTO1WW","EPRDVD","WIN10P64 RUSB_ROMANIAN_EN","X"
"30ATCTO1WW","EPRDVD","WIN10P64 RUSB_RUSSIAN","X"
"30ATCTO1WW","EPRDVD","WIN10P64 RUSB_SERBIAN_EN","X"
"30ATCTO1WW","EPRDVD","WIN10P64 RUSB_SLOVAKIAN_EN","X"
"30ATCTO1WW","EPRDVD","WIN10P64 RUSB_SPANISH","X"
"30ATCTO1WW","EPRDVD","WIN10P64 RUSB_TC_EN_HK","X"
"30ATCTO1WW","EPRDVD","WIN10P64 RUSB_TC_EN_TW","X"
"30ATCTO1WW","EPRDVD","WIN10P64 RUSB_TURKISH_EN","X"
"30ATCTO1WW","EPREARUSB","NO ADDITONAL USB PORT SELECTED","X"
"30ATCTO1WW","EPREARUSB","TWO USB PORT ADDITION","X"
"30ATCTO1WW","EPSECOND_FLEX_BAY","5.25_FLEX MODULE","X"
"30ATCTO1WW","EPSECOND_FLEX_BAY","5.25_FRONT HDD ENCLOSURE","X"
"30ATCTO1WW","EPSECOND_FLEX_BAY","5.25_HDD ENCLOSURE","X"
"30ATCTO1WW","EPSECOND_FLEX_BAY","EMPTY 5.25_FLEX MODULE","X"
"30ATCTO1WW","EPSECOND_FLEX_BAY","EMPTY 5.25_HDD ENCLOSURE","X"
"30ATCTO1WW","EPSECOND_FLEX_BAY","EMPTY FRONT HDD ENCLOSURE","X"
"30ATCTO1WW","EPSECOND_FLEX_BAY","EMPTY SLIM ODD_HDD KIT TWR","X"
"30ATCTO1WW","EPSECOND_FLEX_BAY","NONE","X"
"30ATCTO1WW","EPSECOND_FLEX_BAY","SLIM ODD_HDD ENCLOSURE TWR","X"
"30ATCTO1WW","EPSP2","NO SECOND SERIAL PORT","X"
"30ATCTO1WW","EPSP2","SECOND SERIAL PORT","X"
"30ATCTO1WW","EPSTEREO3DCONNECTOR","NO NVIDIA STEREO 3D CONNECTOR","X"
"30ATCTO1WW","EPSTEREO3DCONNECTOR","NVIDIA STEREO 3D CONNECTOR","X"
"30ATCTO1WW","EPTHUNDERBOLT_IO","INTELTHUNDERBOLT CARD ASSEMBLY","X"
"30ATCTO1WW","EPTHUNDERBOLT_IO","NO_THUNDERBOLT CARD","X"
"30ATCTO1WW","EPULTRASLIM_ODD","9.5MM BLU_RAY DVD BURNER DOS","X"
"30ATCTO1WW","EPULTRASLIM_ODD","9.5MM BLU_RAY DVD BURNER WIN10","X"
"30ATCTO1WW","EPULTRASLIM_ODD","9.5MM BLU_RAY DVD BURNER WIN7","X"
"30ATCTO1WW","EPULTRASLIM_ODD","9.5MM DVD ROM_DOS","X"
"30ATCTO1WW","EPULTRASLIM_ODD","9.5MM DVD ROM_WIN10","X"
"30ATCTO1WW","EPULTRASLIM_ODD","9.5MM DVD ROM_WIN7","X"
"30ATCTO1WW","EPULTRASLIM_ODD","9.5MM DVDBURNER_CD_RW DOS","X"
"30ATCTO1WW","EPULTRASLIM_ODD","9.5MM DVDBURNER_CD_RW W10","X"
"30ATCTO1WW","EPULTRASLIM_ODD","9.5MM DVDBURNER_CD_RW W7","X"
"30ATCTO1WW","EPULTRASLIM_ODD","NONE","X"
"30ATCTO1WW","EPUSBADAPTER","NO USB ADAPTER","X"
"30ATCTO1WW","EPUSBADAPTER","USB 3.0 ADD_IN CARD HP","X"
"30ATCTO1WW","EPWARRANTY","W04_1YROS","X"
"30ATCTO1WW","EPWARRANTY","W06_3YROS","X"
"30ATCTO1WW","EPWARRANTY","W07_3YROS_INTL","X"
"30ATCTO1WW","EPWIFI","INTEL WIRELESS 8260 PCIE HP","X"
"30ATCTO1WW","EPWIFI","NO_WIFI","X"
"70SQCTO1WW","ISECOUNTRY","GERMANY","X"
"70SQCTO1WW","ISECOUNTRY","HONG_KONG","X"
"70SQCTO1WW","ISECOUNTRY","SINGAPORE","X"
"70SQCTO1WW","ISECOUNTRY","UK","X"
"70SQCTO1WW","ISECOUNTRY","USA","X"
"70SQCTO1WW","ISECUSTOMERNAME","ALI","X"
"70SQCTO1WW","ISECUSTOMERNAME","ALI CLOUD","X"
"70SQCTO1WW","ISEETHERNET_MODULE","FIBER_MODULE_FOR_ALI","X"
"70SQCTO1WW","ISEETHERNET_MODULE","NO_ETHERNET MODULE","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_1","0.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_1","1.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_1","10.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_1","11.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_1","12.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_1","2.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_1","3.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_1","4.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_1","5.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_1","6.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_1","7.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_1","8.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_1","9.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_2","0.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_2","1.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_2","10.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_2","11.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_2","12.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_2","2.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_2","3.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_2","4.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_2","5.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_2","6.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_2","7.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_2","8.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_2","9.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_3","0.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_3","1.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_3","10.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_3","11.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_3","12.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_3","2.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_3","3.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_3","4.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_3","5.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_3","6.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_3","7.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_3","8.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_3","9.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_4","0.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_4","1.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_4","10.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_4","11.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_4","12.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_4","2.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_4","3.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_4","4.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_4","5.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_4","6.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_4","7.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_4","8.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_4","9.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_5","0.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_5","1.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_5","10.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_5","11.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_5","12.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_5","2.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_5","3.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_5","4.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_5","5.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_5","6.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_5","7.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_5","8.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_5","9.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_6","0.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_6","1.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_6","10.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_6","11.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_6","12.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_6","2.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_6","3.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_6","4.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_6","5.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_6","6.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_6","7.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_6","8.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_6","9.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_7","0.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_7","1.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_7","10.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_7","11.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_7","12.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_7","2.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_7","3.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_7","4.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_7","5.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_7","6.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_7","7.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_7","8.0","X"
"70SQCTO1WW","ISEHDD_QTY_SELECTION_7","9.0","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_1","HS_480G_SATA6.0GS_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_1","HS_800G_SATA6.0GS_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_1","HS_960G_SATA6.0GS_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_1","HT_HS_2T_SATA6.0GS_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_1","HT_HS_4T_SATA6.0GS_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_1","MC_HS_480G_SATA6.0_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_1","MC_HS_800G_SATA6.0_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_1","NO_HDD1","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_1","SM_HS_480G_SATA6_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_1","ST_HS_2TB_SATA6.0G_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_1","ST_HS_4TB_SATA6.0G_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_1","TS_HS_4TB_SATA6.0GS_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_1","WD_HS_4T_SATA6.0G_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_2","HS_480G_SATA6.0GS_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_2","HS_800G_SATA6.0GS_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_2","HS_960G_SATA6.0GS_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_2","HT_HS_2T_SATA6.0GS_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_2","HT_HS_4T_SATA6.0GS_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_2","MC_HS_480G_SATA6.0_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_2","MC_HS_800G_SATA6.0_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_2","NO_HDD2","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_2","SM_HS_480G_SATA6_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_2","ST_HS_2TB_SATA6.0G_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_2","ST_HS_4TB_SATA6.0G_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_2","TS_HS_4TB_SATA6.0GS_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_2","WD_HS_4T_SATA6.0G_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_3","HS_480G_SATA6.0GS_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_3","HS_800G_SATA6.0GS_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_3","HS_960G_SATA6.0GS_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_3","HT_HS_2T_SATA6.0GS_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_3","HT_HS_4T_SATA6.0GS_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_3","MC_HS_480G_SATA6.0_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_3","MC_HS_800G_SATA6.0_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_3","NO_HDD3","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_3","SM_HS_480G_SATA6_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_3","ST_HS_2TB_SATA6.0G_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_3","ST_HS_4TB_SATA6.0G_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_3","TS_HS_4TB_SATA6.0GS_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_3","WD_HS_4T_SATA6.0G_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_4","HS_480G_SATA6.0GS_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_4","HS_800G_SATA6.0GS_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_4","HS_960G_SATA6.0GS_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_4","HT_HS_2T_SATA6.0GS_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_4","HT_HS_4T_SATA6.0GS_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_4","MC_HS_480G_SATA6.0_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_4","MC_HS_800G_SATA6.0_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_4","NO_HDD4","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_4","SM_HS_480G_SATA6_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_4","ST_HS_2TB_SATA6.0G_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_4","ST_HS_4TB_SATA6.0G_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_4","TS_HS_4TB_SATA6.0GS_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_4","WD_HS_4T_SATA6.0G_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_5","HS_480G_SATA6.0GS_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_5","HS_800G_SATA6.0GS_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_5","HS_960G_SATA6.0GS_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_5","HT_HS_2T_SATA6.0GS_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_5","HT_HS_4T_SATA6.0GS_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_5","MC_HS_480G_SATA6.0_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_5","MC_HS_800G_SATA6.0_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_5","NO_HDD5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_5","SM_HS_480G_SATA6_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_5","ST_HS_2TB_SATA6.0G_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_5","ST_HS_4TB_SATA6.0G_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_5","TS_HS_4TB_SATA6.0GS_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_5","WD_HS_4T_SATA6.0G_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_6","HS_480G_SATA6.0GS_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_6","HS_800G_SATA6.0GS_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_6","HS_960G_SATA6.0GS_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_6","HT_HS_2T_SATA6.0GS_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_6","HT_HS_4T_SATA6.0GS_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_6","MC_HS_480G_SATA6.0_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_6","MC_HS_800G_SATA6.0_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_6","NO_HDD6","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_6","SM_HS_480G_SATA6_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_6","ST_HS_2TB_SATA6.0G_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_6","ST_HS_4TB_SATA6.0G_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_6","TS_HS_4TB_SATA6.0GS_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_6","WD_HS_4T_SATA6.0G_7200R_3.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_7","HS_480G_SATA6.0GS_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_7","HS_800G_SATA6.0GS_SSD_2.5","X"
"70SQCTO1WW","ISEHDD_TYPE_SELECTION_7","HS_960G_SATA6.0GS_SSD_2.5","X"
