"MATERIAL","CHAR","CHARVALUE"
"70SQCTO1WW","ISEQTY_HDD6_25","115"
"70SQCTO1WW","ISEQTY_HDD6_25","116"
"70SQCTO1WW","ISEQTY_HDD6_25","117"
"70SQCTO1WW","ISEQTY_HDD6_25","118"
"70SQCTO1WW","ISEQTY_HDD6_25","119"
"70SQCTO1WW","ISEQTY_HDD6_25","12"
"70SQCTO1WW","ISEQTY_HDD6_25","120"
"70SQCTO1WW","ISEQTY_HDD6_25","121"
"70SQCTO1WW","ISEQTY_HDD6_25","122"
"70SQCTO1WW","ISEQTY_HDD6_25","123"
"70SQCTO1WW","ISEQTY_HDD6_25","124"
"70SQCTO1WW","ISEQTY_HDD6_25","125"
"70SQCTO1WW","ISEQTY_HDD6_25","13"
"70SQCTO1WW","ISEQTY_HDD6_25","14"
"70SQCTO1WW","ISEQTY_HDD6_25","15"
"70SQCTO1WW","ISEQTY_HDD6_25","16"
"70SQCTO1WW","ISEQTY_HDD6_25","17"
"70SQCTO1WW","ISEQTY_HDD6_25","18"
"70SQCTO1WW","ISEQTY_HDD6_25","19"
"70SQCTO1WW","ISEQTY_HDD6_25","2"
"70SQCTO1WW","ISEQTY_HDD6_25","20"
"70SQCTO1WW","ISEQTY_HDD6_25","21"
"70SQCTO1WW","ISEQTY_HDD6_25","22"
"70SQCTO1WW","ISEQTY_HDD6_25","23"
"70SQCTO1WW","ISEQTY_HDD6_25","24"
"70SQCTO1WW","ISEQTY_HDD6_25","25"
"70SQCTO1WW","ISEQTY_HDD6_25","26"
"70SQCTO1WW","ISEQTY_HDD6_25","27"
"70SQCTO1WW","ISEQTY_HDD6_25","28"
"70SQCTO1WW","ISEQTY_HDD6_25","29"
"70SQCTO1WW","ISEQTY_HDD6_25","3"
"70SQCTO1WW","ISEQTY_HDD6_25","30"
"70SQCTO1WW","ISEQTY_HDD6_25","31"
"70SQCTO1WW","ISEQTY_HDD6_25","32"
"70SQCTO1WW","ISEQTY_HDD6_25","33"
"70SQCTO1WW","ISEQTY_HDD6_25","34"
"70SQCTO1WW","ISEQTY_HDD6_25","35"
"70SQCTO1WW","ISEQTY_HDD6_25","36"
"70SQCTO1WW","ISEQTY_HDD6_25","37"
"70SQCTO1WW","ISEQTY_HDD6_25","38"
"70SQCTO1WW","ISEQTY_HDD6_25","39"
"70SQCTO1WW","ISEQTY_HDD6_25","4"
"70SQCTO1WW","ISEQTY_HDD6_25","40"
"70SQCTO1WW","ISEQTY_HDD6_25","41"
"70SQCTO1WW","ISEQTY_HDD6_25","42"
"70SQCTO1WW","ISEQTY_HDD6_25","43"
"70SQCTO1WW","ISEQTY_HDD6_25","44"
"70SQCTO1WW","ISEQTY_HDD6_25","45"
"70SQCTO1WW","ISEQTY_HDD6_25","46"
"70SQCTO1WW","ISEQTY_HDD6_25","47"
"70SQCTO1WW","ISEQTY_HDD6_25","48"
"70SQCTO1WW","ISEQTY_HDD6_25","49"
"70SQCTO1WW","ISEQTY_HDD6_25","5"
"70SQCTO1WW","ISEQTY_HDD6_25","50"
"70SQCTO1WW","ISEQTY_HDD6_25","51"
"70SQCTO1WW","ISEQTY_HDD6_25","52"
"70SQCTO1WW","ISEQTY_HDD6_25","53"
"70SQCTO1WW","ISEQTY_HDD6_25","54"
"70SQCTO1WW","ISEQTY_HDD6_25","55"
"70SQCTO1WW","ISEQTY_HDD6_25","56"
"70SQCTO1WW","ISEQTY_HDD6_25","57"
"70SQCTO1WW","ISEQTY_HDD6_25","58"
"70SQCTO1WW","ISEQTY_HDD6_25","59"
"70SQCTO1WW","ISEQTY_HDD6_25","6"
"70SQCTO1WW","ISEQTY_HDD6_25","60"
"70SQCTO1WW","ISEQTY_HDD6_25","61"
"70SQCTO1WW","ISEQTY_HDD6_25","62"
"70SQCTO1WW","ISEQTY_HDD6_25","63"
"70SQCTO1WW","ISEQTY_HDD6_25","64"
"70SQCTO1WW","ISEQTY_HDD6_25","65"
"70SQCTO1WW","ISEQTY_HDD6_25","66"
"70SQCTO1WW","ISEQTY_HDD6_25","67"
"70SQCTO1WW","ISEQTY_HDD6_25","68"
"70SQCTO1WW","ISEQTY_HDD6_25","69"
"70SQCTO1WW","ISEQTY_HDD6_25","7"
"70SQCTO1WW","ISEQTY_HDD6_25","70"
"70SQCTO1WW","ISEQTY_HDD6_25","71"
"70SQCTO1WW","ISEQTY_HDD6_25","72"
"70SQCTO1WW","ISEQTY_HDD6_25","73"
"70SQCTO1WW","ISEQTY_HDD6_25","74"
"70SQCTO1WW","ISEQTY_HDD6_25","75"
"70SQCTO1WW","ISEQTY_HDD6_25","76"
"70SQCTO1WW","ISEQTY_HDD6_25","77"
"70SQCTO1WW","ISEQTY_HDD6_25","78"
"70SQCTO1WW","ISEQTY_HDD6_25","79"
"70SQCTO1WW","ISEQTY_HDD6_25","8"
"70SQCTO1WW","ISEQTY_HDD6_25","80"
"70SQCTO1WW","ISEQTY_HDD6_25","81"
"70SQCTO1WW","ISEQTY_HDD6_25","82"
"70SQCTO1WW","ISEQTY_HDD6_25","83"
"70SQCTO1WW","ISEQTY_HDD6_25","84"
"70SQCTO1WW","ISEQTY_HDD6_25","85"
"70SQCTO1WW","ISEQTY_HDD6_25","86"
"70SQCTO1WW","ISEQTY_HDD6_25","87"
"70SQCTO1WW","ISEQTY_HDD6_25","88"
"70SQCTO1WW","ISEQTY_HDD6_25","89"
"70SQCTO1WW","ISEQTY_HDD6_25","9"
"70SQCTO1WW","ISEQTY_HDD6_25","90"
"70SQCTO1WW","ISEQTY_HDD6_25","91"
"70SQCTO1WW","ISEQTY_HDD6_25","92"
"70SQCTO1WW","ISEQTY_HDD6_25","93"
"70SQCTO1WW","ISEQTY_HDD6_25","94"
"70SQCTO1WW","ISEQTY_HDD6_25","95"
"70SQCTO1WW","ISEQTY_HDD6_25","96"
"70SQCTO1WW","ISEQTY_HDD6_25","97"
"70SQCTO1WW","ISEQTY_HDD6_25","98"
"70SQCTO1WW","ISEQTY_HDD6_25","99"
"70SQCTO1WW","ISEQTY_HDD6_35","0"
"70SQCTO1WW","ISEQTY_HDD6_35","1"
"70SQCTO1WW","ISEQTY_HDD6_35","10"
"70SQCTO1WW","ISEQTY_HDD6_35","100"
"70SQCTO1WW","ISEQTY_HDD6_35","101"
"70SQCTO1WW","ISEQTY_HDD6_35","102"
"70SQCTO1WW","ISEQTY_HDD6_35","103"
"70SQCTO1WW","ISEQTY_HDD6_35","104"
"70SQCTO1WW","ISEQTY_HDD6_35","105"
"70SQCTO1WW","ISEQTY_HDD6_35","106"
"70SQCTO1WW","ISEQTY_HDD6_35","107"
"70SQCTO1WW","ISEQTY_HDD6_35","108"
"70SQCTO1WW","ISEQTY_HDD6_35","109"
"70SQCTO1WW","ISEQTY_HDD6_35","11"
"70SQCTO1WW","ISEQTY_HDD6_35","110"
"70SQCTO1WW","ISEQTY_HDD6_35","111"
"70SQCTO1WW","ISEQTY_HDD6_35","112"
"70SQCTO1WW","ISEQTY_HDD6_35","113"
"70SQCTO1WW","ISEQTY_HDD6_35","114"
"70SQCTO1WW","ISEQTY_HDD6_35","115"
"70SQCTO1WW","ISEQTY_HDD6_35","116"
"70SQCTO1WW","ISEQTY_HDD6_35","117"
"70SQCTO1WW","ISEQTY_HDD6_35","118"
"70SQCTO1WW","ISEQTY_HDD6_35","119"
"70SQCTO1WW","ISEQTY_HDD6_35","12"
"70SQCTO1WW","ISEQTY_HDD6_35","120"
"70SQCTO1WW","ISEQTY_HDD6_35","121"
"70SQCTO1WW","ISEQTY_HDD6_35","122"
"70SQCTO1WW","ISEQTY_HDD6_35","123"
"70SQCTO1WW","ISEQTY_HDD6_35","124"
"70SQCTO1WW","ISEQTY_HDD6_35","125"
"70SQCTO1WW","ISEQTY_HDD6_35","13"
"70SQCTO1WW","ISEQTY_HDD6_35","14"
"70SQCTO1WW","ISEQTY_HDD6_35","15"
"70SQCTO1WW","ISEQTY_HDD6_35","16"
"70SQCTO1WW","ISEQTY_HDD6_35","17"
"70SQCTO1WW","ISEQTY_HDD6_35","18"
"70SQCTO1WW","ISEQTY_HDD6_35","19"
"70SQCTO1WW","ISEQTY_HDD6_35","2"
"70SQCTO1WW","ISEQTY_HDD6_35","20"
"70SQCTO1WW","ISEQTY_HDD6_35","21"
"70SQCTO1WW","ISEQTY_HDD6_35","22"
"70SQCTO1WW","ISEQTY_HDD6_35","23"
"70SQCTO1WW","ISEQTY_HDD6_35","24"
"70SQCTO1WW","ISEQTY_HDD6_35","25"
"70SQCTO1WW","ISEQTY_HDD6_35","26"
"70SQCTO1WW","ISEQTY_HDD6_35","27"
"70SQCTO1WW","ISEQTY_HDD6_35","28"
"70SQCTO1WW","ISEQTY_HDD6_35","29"
"70SQCTO1WW","ISEQTY_HDD6_35","3"
"70SQCTO1WW","ISEQTY_HDD6_35","30"
"70SQCTO1WW","ISEQTY_HDD6_35","31"
"70SQCTO1WW","ISEQTY_HDD6_35","32"
"70SQCTO1WW","ISEQTY_HDD6_35","33"
"70SQCTO1WW","ISEQTY_HDD6_35","34"
"70SQCTO1WW","ISEQTY_HDD6_35","35"
"70SQCTO1WW","ISEQTY_HDD6_35","36"
"70SQCTO1WW","ISEQTY_HDD6_35","37"
"70SQCTO1WW","ISEQTY_HDD6_35","38"
"70SQCTO1WW","ISEQTY_HDD6_35","39"
"70SQCTO1WW","ISEQTY_HDD6_35","4"
"70SQCTO1WW","ISEQTY_HDD6_35","40"
"70SQCTO1WW","ISEQTY_HDD6_35","41"
"70SQCTO1WW","ISEQTY_HDD6_35","42"
"70SQCTO1WW","ISEQTY_HDD6_35","43"
"70SQCTO1WW","ISEQTY_HDD6_35","44"
"70SQCTO1WW","ISEQTY_HDD6_35","45"
"70SQCTO1WW","ISEQTY_HDD6_35","46"
"70SQCTO1WW","ISEQTY_HDD6_35","47"
"70SQCTO1WW","ISEQTY_HDD6_35","48"
"70SQCTO1WW","ISEQTY_HDD6_35","49"
"70SQCTO1WW","ISEQTY_HDD6_35","5"
"70SQCTO1WW","ISEQTY_HDD6_35","50"
"70SQCTO1WW","ISEQTY_HDD6_35","51"
"70SQCTO1WW","ISEQTY_HDD6_35","52"
"70SQCTO1WW","ISEQTY_HDD6_35","53"
"70SQCTO1WW","ISEQTY_HDD6_35","54"
"70SQCTO1WW","ISEQTY_HDD6_35","55"
"70SQCTO1WW","ISEQTY_HDD6_35","56"
"70SQCTO1WW","ISEQTY_HDD6_35","57"
"70SQCTO1WW","ISEQTY_HDD6_35","58"
"70SQCTO1WW","ISEQTY_HDD6_35","59"
"70SQCTO1WW","ISEQTY_HDD6_35","6"
"70SQCTO1WW","ISEQTY_HDD6_35","60"
"70SQCTO1WW","ISEQTY_HDD6_35","61"
"70SQCTO1WW","ISEQTY_HDD6_35","62"
"70SQCTO1WW","ISEQTY_HDD6_35","63"
"70SQCTO1WW","ISEQTY_HDD6_35","64"
"70SQCTO1WW","ISEQTY_HDD6_35","65"
"70SQCTO1WW","ISEQTY_HDD6_35","66"
"70SQCTO1WW","ISEQTY_HDD6_35","67"
"70SQCTO1WW","ISEQTY_HDD6_35","68"
"70SQCTO1WW","ISEQTY_HDD6_35","69"
"70SQCTO1WW","ISEQTY_HDD6_35","7"
"70SQCTO1WW","ISEQTY_HDD6_35","70"
"70SQCTO1WW","ISEQTY_HDD6_35","71"
"70SQCTO1WW","ISEQTY_HDD6_35","72"
"70SQCTO1WW","ISEQTY_HDD6_35","73"
"70SQCTO1WW","ISEQTY_HDD6_35","74"
"70SQCTO1WW","ISEQTY_HDD6_35","75"
"70SQCTO1WW","ISEQTY_HDD6_35","76"
"70SQCTO1WW","ISEQTY_HDD6_35","77"
"70SQCTO1WW","ISEQTY_HDD6_35","78"
"70SQCTO1WW","ISEQTY_HDD6_35","79"
"70SQCTO1WW","ISEQTY_HDD6_35","8"
"70SQCTO1WW","ISEQTY_HDD6_35","80"
"70SQCTO1WW","ISEQTY_HDD6_35","81"
"70SQCTO1WW","ISEQTY_HDD6_35","82"
"70SQCTO1WW","ISEQTY_HDD6_35","83"
"70SQCTO1WW","ISEQTY_HDD6_35","84"
"70SQCTO1WW","ISEQTY_HDD6_35","85"
"70SQCTO1WW","ISEQTY_HDD6_35","86"
"70SQCTO1WW","ISEQTY_HDD6_35","87"
"70SQCTO1WW","ISEQTY_HDD6_35","88"
"70SQCTO1WW","ISEQTY_HDD6_35","89"
"70SQCTO1WW","ISEQTY_HDD6_35","9"
"70SQCTO1WW","ISEQTY_HDD6_35","90"
"70SQCTO1WW","ISEQTY_HDD6_35","91"
"70SQCTO1WW","ISEQTY_HDD6_35","92"
"70SQCTO1WW","ISEQTY_HDD6_35","93"
"70SQCTO1WW","ISEQTY_HDD6_35","94"
"70SQCTO1WW","ISEQTY_HDD6_35","95"
"70SQCTO1WW","ISEQTY_HDD6_35","96"
"70SQCTO1WW","ISEQTY_HDD6_35","97"
"70SQCTO1WW","ISEQTY_HDD6_35","98"
"70SQCTO1WW","ISEQTY_HDD6_35","99"
"70SQCTO1WW","ISEQTY_HDD6_PCIE","0"
"70SQCTO1WW","ISEQTY_HDD6_PCIE","1"
"70SQCTO1WW","ISEQTY_HDD6_PCIE","10"
"70SQCTO1WW","ISEQTY_HDD6_PCIE","11"
"70SQCTO1WW","ISEQTY_HDD6_PCIE","12"
"70SQCTO1WW","ISEQTY_HDD6_PCIE","13"
"70SQCTO1WW","ISEQTY_HDD6_PCIE","14"
"70SQCTO1WW","ISEQTY_HDD6_PCIE","15"
"70SQCTO1WW","ISEQTY_HDD6_PCIE","16"
"70SQCTO1WW","ISEQTY_HDD6_PCIE","17"
"70SQCTO1WW","ISEQTY_HDD6_PCIE","18"
"70SQCTO1WW","ISEQTY_HDD6_PCIE","19"
"70SQCTO1WW","ISEQTY_HDD6_PCIE","2"
"70SQCTO1WW","ISEQTY_HDD6_PCIE","20"
"70SQCTO1WW","ISEQTY_HDD6_PCIE","21"
"70SQCTO1WW","ISEQTY_HDD6_PCIE","22"
"70SQCTO1WW","ISEQTY_HDD6_PCIE","23"
"70SQCTO1WW","ISEQTY_HDD6_PCIE","24"
"70SQCTO1WW","ISEQTY_HDD6_PCIE","25"
"70SQCTO1WW","ISEQTY_HDD6_PCIE","26"
"70SQCTO1WW","ISEQTY_HDD6_PCIE","27"
"70SQCTO1WW","ISEQTY_HDD6_PCIE","28"
"70SQCTO1WW","ISEQTY_HDD6_PCIE","29"
"70SQCTO1WW","ISEQTY_HDD6_PCIE","3"
"70SQCTO1WW","ISEQTY_HDD6_PCIE","30"
"70SQCTO1WW","ISEQTY_HDD6_PCIE","31"
"70SQCTO1WW","ISEQTY_HDD6_PCIE","32"
"70SQCTO1WW","ISEQTY_HDD6_PCIE","4"
"70SQCTO1WW","ISEQTY_HDD6_PCIE","5"
"70SQCTO1WW","ISEQTY_HDD6_PCIE","6"
"70SQCTO1WW","ISEQTY_HDD6_PCIE","7"
"70SQCTO1WW","ISEQTY_HDD6_PCIE","8"
"70SQCTO1WW","ISEQTY_HDD6_PCIE","9"
"70SQCTO1WW","ISEQTY_HDD6_SAS","0"
"70SQCTO1WW","ISEQTY_HDD6_SAS","1"
"70SQCTO1WW","ISEQTY_HDD6_SAS","10"
"70SQCTO1WW","ISEQTY_HDD6_SAS","11"
"70SQCTO1WW","ISEQTY_HDD6_SAS","12"
"70SQCTO1WW","ISEQTY_HDD6_SAS","13"
"70SQCTO1WW","ISEQTY_HDD6_SAS","14"
"70SQCTO1WW","ISEQTY_HDD6_SAS","15"
"70SQCTO1WW","ISEQTY_HDD6_SAS","16"
"70SQCTO1WW","ISEQTY_HDD6_SAS","17"
"70SQCTO1WW","ISEQTY_HDD6_SAS","18"
"70SQCTO1WW","ISEQTY_HDD6_SAS","19"
"70SQCTO1WW","ISEQTY_HDD6_SAS","2"
"70SQCTO1WW","ISEQTY_HDD6_SAS","20"
"70SQCTO1WW","ISEQTY_HDD6_SAS","21"
"70SQCTO1WW","ISEQTY_HDD6_SAS","22"
"70SQCTO1WW","ISEQTY_HDD6_SAS","23"
"70SQCTO1WW","ISEQTY_HDD6_SAS","24"
"70SQCTO1WW","ISEQTY_HDD6_SAS","25"
"70SQCTO1WW","ISEQTY_HDD6_SAS","26"
"70SQCTO1WW","ISEQTY_HDD6_SAS","27"
"70SQCTO1WW","ISEQTY_HDD6_SAS","28"
"70SQCTO1WW","ISEQTY_HDD6_SAS","29"
"70SQCTO1WW","ISEQTY_HDD6_SAS","3"
"70SQCTO1WW","ISEQTY_HDD6_SAS","30"
"70SQCTO1WW","ISEQTY_HDD6_SAS","31"
"70SQCTO1WW","ISEQTY_HDD6_SAS","32"
"70SQCTO1WW","ISEQTY_HDD6_SAS","4"
"70SQCTO1WW","ISEQTY_HDD6_SAS","5"
"70SQCTO1WW","ISEQTY_HDD6_SAS","6"
"70SQCTO1WW","ISEQTY_HDD6_SAS","7"
"70SQCTO1WW","ISEQTY_HDD6_SAS","8"
"70SQCTO1WW","ISEQTY_HDD6_SAS","9"
"70SQCTO1WW","ISEQTY_HDD6_SATA","0"
"70SQCTO1WW","ISEQTY_HDD6_SATA","1"
"70SQCTO1WW","ISEQTY_HDD6_SATA","10"
"70SQCTO1WW","ISEQTY_HDD6_SATA","11"
"70SQCTO1WW","ISEQTY_HDD6_SATA","12"
"70SQCTO1WW","ISEQTY_HDD6_SATA","13"
"70SQCTO1WW","ISEQTY_HDD6_SATA","14"
"70SQCTO1WW","ISEQTY_HDD6_SATA","15"
"70SQCTO1WW","ISEQTY_HDD6_SATA","16"
"70SQCTO1WW","ISEQTY_HDD6_SATA","17"
"70SQCTO1WW","ISEQTY_HDD6_SATA","18"
"70SQCTO1WW","ISEQTY_HDD6_SATA","19"
"70SQCTO1WW","ISEQTY_HDD6_SATA","2"
"70SQCTO1WW","ISEQTY_HDD6_SATA","20"
"70SQCTO1WW","ISEQTY_HDD6_SATA","21"
"70SQCTO1WW","ISEQTY_HDD6_SATA","22"
"70SQCTO1WW","ISEQTY_HDD6_SATA","23"
"70SQCTO1WW","ISEQTY_HDD6_SATA","24"
"70SQCTO1WW","ISEQTY_HDD6_SATA","25"
"70SQCTO1WW","ISEQTY_HDD6_SATA","26"
"70SQCTO1WW","ISEQTY_HDD6_SATA","27"
"70SQCTO1WW","ISEQTY_HDD6_SATA","28"
"70SQCTO1WW","ISEQTY_HDD6_SATA","29"
"70SQCTO1WW","ISEQTY_HDD6_SATA","3"
"70SQCTO1WW","ISEQTY_HDD6_SATA","30"
"70SQCTO1WW","ISEQTY_HDD6_SATA","31"
"70SQCTO1WW","ISEQTY_HDD6_SATA","32"
"70SQCTO1WW","ISEQTY_HDD6_SATA","4"
"70SQCTO1WW","ISEQTY_HDD6_SATA","5"
"70SQCTO1WW","ISEQTY_HDD6_SATA","6"
"70SQCTO1WW","ISEQTY_HDD6_SATA","7"
"70SQCTO1WW","ISEQTY_HDD6_SATA","8"
"70SQCTO1WW","ISEQTY_HDD6_SATA","9"
"70SQCTO1WW","ISEQTY_HDD7_25","0"
"70SQCTO1WW","ISEQTY_HDD7_25","1"
"70SQCTO1WW","ISEQTY_HDD7_25","10"
"70SQCTO1WW","ISEQTY_HDD7_25","100"
"70SQCTO1WW","ISEQTY_HDD7_25","101"
"70SQCTO1WW","ISEQTY_HDD7_25","102"
"70SQCTO1WW","ISEQTY_HDD7_25","103"
"70SQCTO1WW","ISEQTY_HDD7_25","104"
"70SQCTO1WW","ISEQTY_HDD7_25","105"
"70SQCTO1WW","ISEQTY_HDD7_25","106"
"70SQCTO1WW","ISEQTY_HDD7_25","107"
"70SQCTO1WW","ISEQTY_HDD7_25","108"
"70SQCTO1WW","ISEQTY_HDD7_25","109"
"70SQCTO1WW","ISEQTY_HDD7_25","11"
"70SQCTO1WW","ISEQTY_HDD7_25","110"
"70SQCTO1WW","ISEQTY_HDD7_25","111"
"70SQCTO1WW","ISEQTY_HDD7_25","112"
"70SQCTO1WW","ISEQTY_HDD7_25","113"
"70SQCTO1WW","ISEQTY_HDD7_25","114"
"70SQCTO1WW","ISEQTY_HDD7_25","115"
"70SQCTO1WW","ISEQTY_HDD7_25","116"
"70SQCTO1WW","ISEQTY_HDD7_25","117"
"70SQCTO1WW","ISEQTY_HDD7_25","118"
"70SQCTO1WW","ISEQTY_HDD7_25","119"
"70SQCTO1WW","ISEQTY_HDD7_25","12"
"70SQCTO1WW","ISEQTY_HDD7_25","120"
"70SQCTO1WW","ISEQTY_HDD7_25","121"
"70SQCTO1WW","ISEQTY_HDD7_25","122"
"70SQCTO1WW","ISEQTY_HDD7_25","123"
"70SQCTO1WW","ISEQTY_HDD7_25","124"
"70SQCTO1WW","ISEQTY_HDD7_25","125"
"70SQCTO1WW","ISEQTY_HDD7_25","13"
"70SQCTO1WW","ISEQTY_HDD7_25","14"
"70SQCTO1WW","ISEQTY_HDD7_25","15"
"70SQCTO1WW","ISEQTY_HDD7_25","16"
"70SQCTO1WW","ISEQTY_HDD7_25","17"
"70SQCTO1WW","ISEQTY_HDD7_25","18"
"70SQCTO1WW","ISEQTY_HDD7_25","19"
"70SQCTO1WW","ISEQTY_HDD7_25","2"
"70SQCTO1WW","ISEQTY_HDD7_25","20"
"70SQCTO1WW","ISEQTY_HDD7_25","21"
"70SQCTO1WW","ISEQTY_HDD7_25","22"
"70SQCTO1WW","ISEQTY_HDD7_25","23"
"70SQCTO1WW","ISEQTY_HDD7_25","24"
"70SQCTO1WW","ISEQTY_HDD7_25","25"
"70SQCTO1WW","ISEQTY_HDD7_25","26"
"70SQCTO1WW","ISEQTY_HDD7_25","27"
"70SQCTO1WW","ISEQTY_HDD7_25","28"
"70SQCTO1WW","ISEQTY_HDD7_25","29"
"70SQCTO1WW","ISEQTY_HDD7_25","3"
"70SQCTO1WW","ISEQTY_HDD7_25","30"
"70SQCTO1WW","ISEQTY_HDD7_25","31"
"70SQCTO1WW","ISEQTY_HDD7_25","32"
"70SQCTO1WW","ISEQTY_HDD7_25","33"
"70SQCTO1WW","ISEQTY_HDD7_25","34"
"70SQCTO1WW","ISEQTY_HDD7_25","35"
"70SQCTO1WW","ISEQTY_HDD7_25","36"
"70SQCTO1WW","ISEQTY_HDD7_25","37"
"70SQCTO1WW","ISEQTY_HDD7_25","38"
"70SQCTO1WW","ISEQTY_HDD7_25","39"
"70SQCTO1WW","ISEQTY_HDD7_25","4"
"70SQCTO1WW","ISEQTY_HDD7_25","40"
"70SQCTO1WW","ISEQTY_HDD7_25","41"
"70SQCTO1WW","ISEQTY_HDD7_25","42"
"70SQCTO1WW","ISEQTY_HDD7_25","43"
"70SQCTO1WW","ISEQTY_HDD7_25","44"
"70SQCTO1WW","ISEQTY_HDD7_25","45"
"70SQCTO1WW","ISEQTY_HDD7_25","46"
"70SQCTO1WW","ISEQTY_HDD7_25","47"
"70SQCTO1WW","ISEQTY_HDD7_25","48"
"70SQCTO1WW","ISEQTY_HDD7_25","49"
"70SQCTO1WW","ISEQTY_HDD7_25","5"
"70SQCTO1WW","ISEQTY_HDD7_25","50"
"70SQCTO1WW","ISEQTY_HDD7_25","51"
"70SQCTO1WW","ISEQTY_HDD7_25","52"
"70SQCTO1WW","ISEQTY_HDD7_25","53"
"70SQCTO1WW","ISEQTY_HDD7_25","54"
"70SQCTO1WW","ISEQTY_HDD7_25","55"
"70SQCTO1WW","ISEQTY_HDD7_25","56"
"70SQCTO1WW","ISEQTY_HDD7_25","57"
"70SQCTO1WW","ISEQTY_HDD7_25","58"
"70SQCTO1WW","ISEQTY_HDD7_25","59"
"70SQCTO1WW","ISEQTY_HDD7_25","6"
"70SQCTO1WW","ISEQTY_HDD7_25","60"
"70SQCTO1WW","ISEQTY_HDD7_25","61"
"70SQCTO1WW","ISEQTY_HDD7_25","62"
"70SQCTO1WW","ISEQTY_HDD7_25","63"
"70SQCTO1WW","ISEQTY_HDD7_25","64"
"70SQCTO1WW","ISEQTY_HDD7_25","65"
"70SQCTO1WW","ISEQTY_HDD7_25","66"
"70SQCTO1WW","ISEQTY_HDD7_25","67"
"70SQCTO1WW","ISEQTY_HDD7_25","68"
"70SQCTO1WW","ISEQTY_HDD7_25","69"
"70SQCTO1WW","ISEQTY_HDD7_25","7"
"70SQCTO1WW","ISEQTY_HDD7_25","70"
"70SQCTO1WW","ISEQTY_HDD7_25","71"
"70SQCTO1WW","ISEQTY_HDD7_25","72"
"70SQCTO1WW","ISEQTY_HDD7_25","73"
"70SQCTO1WW","ISEQTY_HDD7_25","74"
"70SQCTO1WW","ISEQTY_HDD7_25","75"
"70SQCTO1WW","ISEQTY_HDD7_25","76"
"70SQCTO1WW","ISEQTY_HDD7_25","77"
"70SQCTO1WW","ISEQTY_HDD7_25","78"
"70SQCTO1WW","ISEQTY_HDD7_25","79"
"70SQCTO1WW","ISEQTY_HDD7_25","8"
"70SQCTO1WW","ISEQTY_HDD7_25","80"
"70SQCTO1WW","ISEQTY_HDD7_25","81"
"70SQCTO1WW","ISEQTY_HDD7_25","82"
"70SQCTO1WW","ISEQTY_HDD7_25","83"
"70SQCTO1WW","ISEQTY_HDD7_25","84"
"70SQCTO1WW","ISEQTY_HDD7_25","85"
"70SQCTO1WW","ISEQTY_HDD7_25","86"
"70SQCTO1WW","ISEQTY_HDD7_25","87"
"70SQCTO1WW","ISEQTY_HDD7_25","88"
"70SQCTO1WW","ISEQTY_HDD7_25","89"
"70SQCTO1WW","ISEQTY_HDD7_25","9"
"70SQCTO1WW","ISEQTY_HDD7_25","90"
"70SQCTO1WW","ISEQTY_HDD7_25","91"
"70SQCTO1WW","ISEQTY_HDD7_25","92"
"70SQCTO1WW","ISEQTY_HDD7_25","93"
"70SQCTO1WW","ISEQTY_HDD7_25","94"
"70SQCTO1WW","ISEQTY_HDD7_25","95"
"70SQCTO1WW","ISEQTY_HDD7_25","96"
"70SQCTO1WW","ISEQTY_HDD7_25","97"
"70SQCTO1WW","ISEQTY_HDD7_25","98"
"70SQCTO1WW","ISEQTY_HDD7_25","99"
"70SQCTO1WW","ISEQTY_HDD7_35","0"
"70SQCTO1WW","ISEQTY_HDD7_35","1"
"70SQCTO1WW","ISEQTY_HDD7_35","10"
"70SQCTO1WW","ISEQTY_HDD7_35","100"
"70SQCTO1WW","ISEQTY_HDD7_35","101"
"70SQCTO1WW","ISEQTY_HDD7_35","102"
"70SQCTO1WW","ISEQTY_HDD7_35","103"
"70SQCTO1WW","ISEQTY_HDD7_35","104"
"70SQCTO1WW","ISEQTY_HDD7_35","105"
"70SQCTO1WW","ISEQTY_HDD7_35","106"
"70SQCTO1WW","ISEQTY_HDD7_35","107"
"70SQCTO1WW","ISEQTY_HDD7_35","108"
"70SQCTO1WW","ISEQTY_HDD7_35","109"
"70SQCTO1WW","ISEQTY_HDD7_35","11"
"70SQCTO1WW","ISEQTY_HDD7_35","110"
"70SQCTO1WW","ISEQTY_HDD7_35","111"
"70SQCTO1WW","ISEQTY_HDD7_35","112"
"70SQCTO1WW","ISEQTY_HDD7_35","113"
"70SQCTO1WW","ISEQTY_HDD7_35","114"
"70SQCTO1WW","ISEQTY_HDD7_35","115"
"70SQCTO1WW","ISEQTY_HDD7_35","116"
"70SQCTO1WW","ISEQTY_HDD7_35","117"
"70SQCTO1WW","ISEQTY_HDD7_35","118"
"70SQCTO1WW","ISEQTY_HDD7_35","119"
"70SQCTO1WW","ISEQTY_HDD7_35","12"
"70SQCTO1WW","ISEQTY_HDD7_35","120"
"70SQCTO1WW","ISEQTY_HDD7_35","121"
"70SQCTO1WW","ISEQTY_HDD7_35","122"
"70SQCTO1WW","ISEQTY_HDD7_35","123"
"70SQCTO1WW","ISEQTY_HDD7_35","124"
"70SQCTO1WW","ISEQTY_HDD7_35","125"
"70SQCTO1WW","ISEQTY_HDD7_35","13"
