"CHAR","CHARVALUE","LANGUAGE","DESC"
"EPRDVD","RDVD VB64 SP1 DANISH","E","RDVD VB64 SP1 Danish"
"EPRDVD","RDVD VB64 SP1 DUTCH","E","RDVD VB64 SP1 Dutch"
"EPRDVD","RDVD VB64 SP1 ENGLISH","E","RDVD VB64 SP1 English"
"EPRDVD","RDVD VB64 SP1 FINNISH","E","RDVD VB64 SP1 Finnish"
"EPRDVD","RDVD VB64 SP1 FRENCH","E","RDVD VB64 SP1 French"
"EPRDVD","RDVD VB64 SP1 GERMAN","E","RDVD VB64 SP1 German"
"EPRDVD","RDVD VB64 SP1 GREEK","E","RDVD VB64 SP1 Greek"
"EPRDVD","RDVD VB64 SP1 HEBREW","E","RDVD VB64 SP1 Hebrew"
"EPRDVD","RDVD VB64 SP1 HUNGARIAN","E","RDVD VB64 SP1 Hungarian"
"EPRDVD","RDVD VB64 SP1 ITALIAN","E","RDVD VB64 SP1 Italian"
"EPRDVD","RDVD VB64 SP1 JAPANESE","E","RDVD VB64 SP1 Japanese"
"EPRDVD","RDVD VB64 SP1 KOREAN","E","RDVD VB64 SP1 Korean"
"EPRDVD","RDVD VB64 SP1 NORWEGIAN","E","RDVD VB64 SP1 Norwegian"
"EPRDVD","RDVD VB64 SP1 POLISH","E","RDVD VB64 SP1 Polish"
"EPRDVD","RDVD VB64 SP1 PORTUGUESE","E","RDVD VB64 SP1 Portuguese"
"EPRDVD","RDVD VB64 SP1 ROMANIAN","E","RDVD VB64 SP1 Romanian"
"EPRDVD","RDVD VB64 SP1 RUSSIAN","E","RDVD VB64 SP1 Russian"
"EPRDVD","RDVD VB64 SP1 RUSSIAN ENGLISH","E","RDVD VB64 SP1 Russian English"
"EPRDVD","RDVD VB64 SP1 SERBIAN_LATIN","E","RDVD VB64 SP1 Serbian-Latin"
"EPRDVD","RDVD VB64 SP1 SIMPLE CHINESE","E","RDVD VB64 SP1 Simple Chinese"
"EPRDVD","RDVD VB64 SP1 SLOVAKIAN","E","RDVD VB64 SP1 Slovakian"
"EPRDVD","RDVD VB64 SP1 SLOVENIAN","E","RDVD VB64 SP1 Slovenian"
"EPRDVD","RDVD VB64 SP1 SPANISH","E","RDVD VB64 SP1 Spanish"
"EPRDVD","RDVD VB64 SP1 SWEDISH","E","RDVD VB64 SP1 Swedish"
"EPRDVD","RDVD VB64 SP1 TRAD CHINESE_HK","E","RDVD VB64 SP1 Trad Chinese-HK"
"EPRDVD","RDVD VB64 SP1 TRAD CHINESE_TW","E","RDVD VB64 SP1 Trad Chinese-TW"
"EPRDVD","RDVD VB64 SP1 TURKISH","E","RDVD VB64 SP1 Turkish"
"EPRDVD","RDVD VISTAB 32 ENGLISH","E","RDVD VistaB 32 English"
"EPRDVD","RDVD VISTAB 32 INDIAN EN","E","RDVD VistaB 32 Indian EN"
"EPRDVD","RDVD WIN 7 P32 ENGLISH","E","RDVD Win 7 P32 English"
"EPRDVD","RDVD WIN 7 P32 FRENCH","E","RDVD Win 7 P32 French"
"EPRDVD","RDVD WIN 7 P32 GERMAN","E","RDVD Win 7 P32 German"
"EPRDVD","RDVD WIN 7 P32 HK TC_EN","E","RDVD Win 7 P32 HK TC/EN"
"EPRDVD","RDVD WIN 7 P32 INDIAN ENGLISH","E","RDVD Win 7 P32 Indian English"
"EPRDVD","RDVD WIN 7 P32 ITALIAN","E","RDVD Win 7 P32 Italian"
"EPRDVD","RDVD WIN 7 P32 JAPANESE","E","RDVD Win 7 P32 Japanese"
"EPRDVD","RDVD WIN 7 P32 SPANISH","E","RDVD Win 7 P32 Spanish"
"EPRDVD","RDVD WIN 7 P32 TWN TC_EN","E","RDVD Win 7 P32 TWN TC/EN"
"EPRDVD","RDVD WIN 7 P64  CZECH","E","RDVD Win 7 P64  Czech"
"EPRDVD","RDVD WIN 7 P64 ARABIC","E","RDVD Win 7 P64 Arabic"
"EPRDVD","RDVD WIN 7 P64 BEL_LUX","E","RDVD Win 7 P64 Bel/Lux"
"EPRDVD","RDVD WIN 7 P64 BRAZPORT","E","RDVD Win 7 P64 BrazPort"
"EPRDVD","RDVD WIN 7 P64 CR_SL_EN_CL","E","RDVD Win 7 P64 CR/SL/EN_CL"
"EPRDVD","RDVD WIN 7 P64 CZECH","E","RDVD Win 7 P64 Czech"
"EPRDVD","RDVD WIN 7 P64 E BEL_LUX","E","RDVD Win 7 P64 E Bel/Lux"
"EPRDVD","RDVD WIN 7 P64 E CZECH","E","RDVD Win 7 P64 E Czech"
"EPRDVD","RDVD WIN 7 P64 E EURO ENGLISH","E","RDVD Win 7 P64 E Euro English"
"EPRDVD","RDVD WIN 7 P64 E EURO FRENCH","E","RDVD Win 7 P64 E Euro French"
"EPRDVD","RDVD WIN 7 P64 E EURO SPANISH","E","RDVD Win 7 P64 E Euro Spanish"
"EPRDVD","RDVD WIN 7 P64 E GERMAN","E","RDVD Win 7 P64 E German"
"EPRDVD","RDVD WIN 7 P64 E GREEK","E","RDVD Win 7 P64 E Greek"
"EPRDVD","RDVD WIN 7 P64 E ITALIAN","E","RDVD Win 7 P64 E Italian"
"EPRDVD","RDVD WIN 7 P64 E NORDICS","E","RDVD Win 7 P64 E Nordics"
"EPRDVD","RDVD WIN 7 P64 E POLISH","E","RDVD Win 7 P64 E Polish"
"EPRDVD","RDVD WIN 7 P64 E SLOVAKIAN","E","RDVD Win 7 P64 E Slovakian"
"EPRDVD","RDVD WIN 7 P64 E SLOVENIAN","E","RDVD Win 7 P64 E Slovenian"
"EPRDVD","RDVD WIN 7 P64 E SWITZERLAND","E","RDVD Win 7 P64 E Switzerland"
"EPRDVD","RDVD WIN 7 P64 EMEA","E","RDVD Win 7 P64 EMEA"
"EPRDVD","RDVD WIN 7 P64 ENGLISH","E","RDVD Win 7 P64 English"
"EPRDVD","RDVD WIN 7 P64 FRENCH","E","RDVD Win 7 P64 French"
"EPRDVD","RDVD WIN 7 P64 GERMAN","E","RDVD Win 7 P64 German"
"EPRDVD","RDVD WIN 7 P64 GREEK","E","RDVD Win 7 P64 Greek"
"EPRDVD","RDVD WIN 7 P64 HUNGARIAN EN","E","RDVD Win 7 P64 Hungarian/EN"
"EPRDVD","RDVD WIN 7 P64 HUNGARY","E","RDVD Win 7 P64 Hungary"
"EPRDVD","RDVD WIN 7 P64 INDIAN ENGLISH","E","RDVD Win 7 P64 Indian English"
"EPRDVD","RDVD WIN 7 P64 ITALIAN","E","RDVD Win 7 P64 Italian"
"EPRDVD","RDVD WIN 7 P64 JAPANESE","E","RDVD Win 7 P64 Japanese"
"EPRDVD","RDVD WIN 7 P64 KOREAN","E","RDVD Win 7 P64 Korean"
"EPRDVD","RDVD WIN 7 P64 NORDICS","E","RDVD Win 7 P64 Nordics"
"EPRDVD","RDVD WIN 7 P64 POLISH","E","RDVD Win 7 P64 Polish"
"EPRDVD","RDVD WIN 7 P64 PORTUGUESE","E","RDVD Win 7 P64 Portuguese"
"EPRDVD","RDVD WIN 7 P64 ROMANIAN","E","RDVD Win 7 P64 Romanian"
"EPRDVD","RDVD WIN 7 P64 ROMANIAN EN","E","RDVD Win 7 P64 Romanian/EN"
"EPRDVD","RDVD WIN 7 P64 RUSSIAN","E","RDVD Win 7 P64 Russian"
"EPRDVD","RDVD WIN 7 P64 RUSSIAN EN","E","RDVD Win 7 P64 Russian EN"
"EPRDVD","RDVD WIN 7 P64 SERB_LATIN EN","E","RDVD Win 7 P64 Serb_Latin/EN"
"EPRDVD","RDVD WIN 7 P64 SERBIAN_LATIN","E","RDVD Win 7 P64 Serbian-Latin"
"EPRDVD","RDVD WIN 7 P64 SIMPLE CN","E","RDVD Win 7 P64 Simple CN"
"EPRDVD","RDVD WIN 7 P64 SLOVAKIAN","E","RDVD Win 7 P64 Slovakian"
"EPRDVD","RDVD WIN 7 P64 SLOVENIAN","E","RDVD Win 7 P64 Slovenian"
"EPRDVD","RDVD WIN 7 P64 SPANISH","E","RDVD Win 7 P64 Spanish"
"EPRDVD","RDVD WIN 7 P64 SWITZERLAND","E","RDVD Win 7 P64 Switzerland"
"EPRDVD","RDVD WIN 7 P64 TRAD CN_HK","E","RDVD Win 7 P64 Trad CN|HK"
"EPRDVD","RDVD WIN 7 P64 TRAD CN_TW","E","RDVD Win 7 P64 Trad CN|TW"
"EPRDVD","RDVD WIN 7 P64 TURKISH","E","RDVD Win 7 P64 Turkish"
"EPRDVD","RDVD WIN7 P64 HEBREW","E","RDVD WIN7 P64 Hebrew"
"EPRDVD","RDVD WIN7 P64 HK TC_EN","E","RDVD Win 7 P64 HK TC/EN"
"EPRDVD","RDVD WIN7 P64 TWN TC_EN","E","RDVD Win 7 P64 TWN TC/EN"
"EPRDVD","RDVD XP64 ENGLISH","E","RDVD XP64 English"
"EPRDVD","RDVD XP64 JAPANESE","E","RDVD XP64 Japanese"
"EPRDVD","RDVD XPP ARABIC","E","RDVD XPP Arabic"
"EPRDVD","RDVD XPP BRAZIL","E","RDVD XPP Brazil"
"EPRDVD","RDVD XPP CZECH","E","RDVD XPP Czech"
"EPRDVD","RDVD XPP DANISH","E","RDVD XPP Danish"
"EPRDVD","RDVD XPP DUTCH","E","RDVD XPP Dutch"
"EPRDVD","RDVD XPP ENGLISH","E","RDVD XPP English"
"EPRDVD","RDVD XPP FINNISH","E","RDVD XPP Finnish"
"EPRDVD","RDVD XPP FRENCH","E","RDVD XPP French"
"EPRDVD","RDVD XPP GERMAN","E","RDVD XPP German"
"EPRDVD","RDVD XPP GREEK","E","RDVD XPP Greek"
"EPRDVD","RDVD XPP HEBREW","E","RDVD XPP Hebrew"
"EPRDVD","RDVD XPP HONGKONG","E","RDVD XPP HongKong"
"EPRDVD","RDVD XPP HUNGARIAN","E","RDVD XPP Hungarian"
"EPRDVD","RDVD XPP ITALIAN","E","RDVD XPP Italian"
"EPRDVD","RDVD XPP JAPANESE","E","RDVD XPP Japanese"
"EPRDVD","RDVD XPP KOREA","E","RDVD XPP Korea"
"EPRDVD","RDVD XPP MUI EN_DK_FI_NO_SV","E","RDVD XPP MUI EN-DK-FI-NO-SV"
"EPRDVD","RDVD XPP MUI EN_NL_FR_GR_IT","E","RDVD XPP MUI EN-NL-FR-GR-IT"
"EPRDVD","RDVD XPP NORWEGIAN","E","RDVD XPP Norwegian"
"EPRDVD","RDVD XPP POLISH","E","RDVD XPP Polish"
"EPRDVD","RDVD XPP PORTUGUESE","E","RDVD XPP Portuguese"
"EPRDVD","RDVD XPP RUSSIAN","E","RDVD XPP Russian"
"EPRDVD","RDVD XPP RUSSIAN ENGLISH","E","RDVD XPP Russian English"
"EPRDVD","RDVD XPP SIMPLE CHINESE","E","RDVD XPP Simple Chinese"
"EPRDVD","RDVD XPP SLOVENIAN","E","RDVD XPP Slovenian"
"EPRDVD","RDVD XPP SPANISH","E","RDVD XPP Spanish"
"EPRDVD","RDVD XPP SWEDISH","E","RDVD XPP Swedish"
"EPRDVD","RDVD XPP TAIWAN","E","RDVD XPP Taiwan"
"EPRDVD","RDVD XPP TURKISH","E","RDVD XPP Turkish"
"EPRDVD","RDVD XPP64 EN","E","RDVD XPP64 EN"
"EPRDVD","RDVD XPP64 JP","E","RDVD XPP64 JP"
"EPRDVD","RDVD_COUPON_DUMMY_SC","E","RDVD_Coupon-Dummy_SC"
"EPRDVD","RDVD_COUPON_WW","E","RDVD_Coupon-WW"
"EPRDVD","RDVD_COUPON-HEBREW","E","RDVD_Coupon-Hebrew"
"EPRDVD","W10P_RDVD_COUPON_DUMMY_CHN_SC","E","W10P RDVD Coupon Dummy CHN SC"
"EPRDVD","W10P_RDVD_COUPON_ISR","E","W10P RDVD Coupon ISR"
"EPRDVD","W10P_RDVD_COUPON_WW","E","W10P RDVD Coupon WW"
"EPRDVD","W10P64_RUSB_ARA_ENG","E","W10P64 RUSB ARA/ENG"
"EPRDVD","W10P64_RUSB_BRL","E","W10P64 RUSB BRL"
"EPRDVD","W10P64_RUSB_CRO_ML","E","W10P64 RUSB CRO ML"
"EPRDVD","W10P64_RUSB_CZE_ENG","E","W10P64 RUSB CZE/ENG"
"EPRDVD","W10P64_RUSB_FRA","E","W10P64 RUSB FRA"
"EPRDVD","W10P64_RUSB_GER","E","W10P64 RUSB GER"
"EPRDVD","W10P64_RUSB_GRE_ENG","E","W10P64 RUSB GRE/ENG"
"EPRDVD","W10P64_RUSB_HBW_ENG","E","W10P64 RUSB HBW/ENG"
"EPRDVD","W10P64_RUSB_HK_TC_SC_EN","E","W10P64 RUSB HK TC/SC/EN"
"EPRDVD","W10P64_RUSB_HUN_ENG","E","W10P64 RUSB HUN/ENG"
"EPRDVD","W10P64_RUSB_JPN_ENG","E","W10P64 RUSB JPN/ENG"
"EPRDVD","W10P64_RUSB_KOR_ENG","E","W10P64 RUSB KOR/ENG"
"EPRDVD","W10P64_RUSB_NORDIC_ML","E","W10P64 RUSB NORDIC ML"
"EPRDVD","W10P64_RUSB_POL_ENG","E","W10P64 RUSB POL/ENG"
"EPRDVD","W10P64_RUSB_POR_ENG","E","W10P64 RUSB POR/ENG"
"EPRDVD","W10P64_RUSB_ROM_ENG","E","W10P64 RUSB ROM/ENG"
"EPRDVD","W10P64_RUSB_RUS","E","W10P64 RUSB RUS"
"EPRDVD","W10P64_RUSB_SER_ENG","E","W10P64 RUSB SER/ENG"
"EPRDVD","W10P64_RUSB_SLK_ENG","E","W10P64 RUSB SLK/ENG"
"EPRDVD","W10P64_RUSB_SPA","E","W10P64 RUSB SPA"
"EPRDVD","W10P64_RUSB_TUR_ENG","E","W10P64 RUSB TUR/ENG"
"EPRDVD","W10P64_RUSB_TWN_TC_EN","E","W10P64 RUSB TWN TC/EN"
"EPRDVD","W10P64_RUSB_WE_ML","E","W10P64 RUSB WE ML"
"EPRDVD","W10P64_RUSB_WW_ENG","E","W10P64 RUSB WW ENG"
"EPRDVD","WIN10P64 RDVD_COUPON_DUMMY_SC","E","WIN10P64 RDVD_Coupon-Dummy_SC"
"EPRDVD","WIN10P64 RDVD_COUPON_HEBREW","E","WIN10P64 RDVD_Coupon-Hebrew"
"EPRDVD","WIN10P64 RDVD_COUPON_WW","E","WIN10P64 RDVD_Coupon-WW"
"EPRDVD","WIN10P64 RUSB_ARABIC_EN","E","WIN10P64 RUSB_Arabic/EN"
"EPRDVD","WIN10P64 RUSB_BRAZPORT","E","WIN10P64 RUSB_BrazPort"
"EPRDVD","WIN10P64 RUSB_CR_SL_EN_CL","E","WIN10P64 RUSB_CR/SL/EN_CL"
"EPRDVD","WIN10P64 RUSB_CZECH_EN","E","WIN10P64 RUSB_Czech/EN"
"EPRDVD","WIN10P64 RUSB_ENGLISH","E","WIN10P64 RUSB_English"
"EPRDVD","WIN10P64 RUSB_FRENCH","E","WIN10P64 RUSB_French"
"EPRDVD","WIN10P64 RUSB_GERMAN","E","WIN10P64 RUSB_German"
"EPRDVD","WIN10P64 RUSB_GREEK_EN","E","WIN10P64 RUSB_Greek/EN"
"EPRDVD","WIN10P64 RUSB_HEBREW_EN","E","WIN10P64 RUSB_Hebrew/EN"
"EPRDVD","WIN10P64 RUSB_HUNGARIAN_EN","E","WIN10P64 RUSB_Hungarian/EN"
"EPRDVD","WIN10P64 RUSB_JAPANESE_EN","E","WIN10P64 RUSB_Japanese/EN"
"EPRDVD","WIN10P64 RUSB_KOREA_EN","E","WIN10P64 RUSB_Korea/EN"
"EPRDVD","WIN10P64 RUSB_ML_EMEA_WE","E","WIN10P64 RUSB_ML_EMEA_WE"
"EPRDVD","WIN10P64 RUSB_NORDIC_CL","E","WIN10P64 RUSB_Nordic_CL"
"EPRDVD","WIN10P64 RUSB_POLISH","E","WIN10P64 RUSB_Polish"
"EPRDVD","WIN10P64 RUSB_PORTUGUESE_EN","E","WIN10P64 RUSB_Portuguese/EN"
"EPRDVD","WIN10P64 RUSB_ROMANIAN_EN","E","WIN10P64 RUSB_Romanian/EN"
"EPRDVD","WIN10P64 RUSB_RUSSIAN","E","WIN10P64 RUSB_Russian"
"EPRDVD","WIN10P64 RUSB_SERBIAN_EN","E","WIN10P64 RUSB_Serbian/EN"
"EPRDVD","WIN10P64 RUSB_SLOVAKIAN_EN","E","WIN10P64 RUSB_Slovakian/EN"
"EPRDVD","WIN10P64 RUSB_SPANISH","E","WIN10P64 RUSB_Spanish"
"EPRDVD","WIN10P64 RUSB_TC_EN_HK","E","WIN10P64 RUSB_TC/EN_HK"
"EPRDVD","WIN10P64 RUSB_TC_EN_TW","E","WIN10P64 RUSB_TC/EN_TW"
"EPRDVD","WIN10P64 RUSB_TURKISH_EN","E","WIN10P64 RUSB_Turkish/EN"
"EPRDVD","WIN10P64_RUSB_TC_SC_EN_HK","E","WIN10P64 RUSB_TC/SC/EN_HK"
"EPRDVD","WIN8.1P64 RDVD_ARABIC_EN","E","Win8.1P64 RDVD_Arabic/EN"
"EPRDVD","WIN8.1P64 RDVD_BRAZIL","E","Win8.1P64 RDVD_Brazil"
"EPRDVD","WIN8.1P64 RDVD_CR_SL_EN_CL","E","Win8.1P64 RDVD_CR/SL/EN_CL"
"EPRDVD","WIN8.1P64 RDVD_CZECH_EN","E","Win8.1P64 RDVD_Czech/EN"
"EPRDVD","WIN8.1P64 RDVD_DUMMY_SC","E","Win8.1P64 RDVD_Dummy_SC"
"EPRDVD","WIN8.1P64 RDVD_EMEA_CL","E","Win8.1P64 RDVD_EMEA_CL"
"EPRDVD","WIN8.1P64 RDVD_ENGLISH","E","Win8.1P64 RDVD_English"
"EPRDVD","WIN8.1P64 RDVD_FRENCH","E","Win8.1P64 RDVD_French"
"EPRDVD","WIN8.1P64 RDVD_GERMAN","E","Win8.1P64 RDVD_German"
"EPRDVD","WIN8.1P64 RDVD_GREEK_EN","E","Win8.1P64 RDVD_Greek/EN"
"EPRDVD","WIN8.1P64 RDVD_HEBREW_EN","E","Win8.1P64 RDVD_Hebrew/EN"
"EPRDVD","WIN8.1P64 RDVD_HUNGARIAN_EN","E","Win8.1P64 RDVD_Hungarian/EN"
"EPRDVD","WIN8.1P64 RDVD_JAPANESE_EN","E","Win8.1P64 RDVD_Japanese/EN"
"EPRDVD","WIN8.1P64 RDVD_KOREA_EN","E","Win8.1P64 RDVD_Korea/EN"
"EPRDVD","WIN8.1P64 RDVD_NORDIC_CL","E","Win8.1P64 RDVD_Nordic_CL"
"EPRDVD","WIN8.1P64 RDVD_POLISH","E","Win8.1P64 RDVD_Polish"
"EPRDVD","WIN8.1P64 RDVD_PORTUGUESE_EN","E","Win8.1P64 RDVD_Portuguese/EN"
"EPRDVD","WIN8.1P64 RDVD_ROMANIAN_EN","E","Win8.1P64 RDVD_Romanian/EN"
"EPRDVD","WIN8.1P64 RDVD_RUSSIAN","E","Win8.1P64 RDVD_Russian"
"EPRDVD","WIN8.1P64 RDVD_SERBIAN_EN","E","Win8.1P64 RDVD_Serbian/EN"
"EPRDVD","WIN8.1P64 RDVD_SLOVAKIAN_EN","E","Win8.1P64 RDVD_Slovakian/EN"
"EPRDVD","WIN8.1P64 RDVD_SPANISH","E","Win8.1P64 RDVD_Spanish"
"EPRDVD","WIN8.1P64 RDVD_TC_EN_HK","E","Win8.1P64 RDVD_TC/EN_HK"
"EPRDVD","WIN8.1P64 RDVD_TC_EN_TW","E","Win8.1P64 RDVD_TC/EN_TW"
"EPRDVD","WIN8.1P64 RDVD_TURKISH_EN","E","Win8.1P64 RDVD_Turkish/EN"
"EPRDVD","WIN8P64 RDVD_ARABIC_EN","E","Win8P64 RDVD_Arabic/EN"
"EPRDVD","WIN8P64 RDVD_BRAZIL","E","Win8P64 RDVD_Brazil"
"EPRDVD","WIN8P64 RDVD_CZECH_EN","E","Win8P64 RDVD_Czech/EN"
"EPRDVD","WIN8P64 RDVD_DUMMY_SC","E","Win8P64 RDVD_Dummy_SC"
"EPRDVD","WIN8P64 RDVD_EN FOR INDIA","E","Win8P64 RDVD_EN for India"
"EPRDVD","WIN8P64RDVD_ARABIC_EN","E","Win8Pro64 RDVD_Arabic/EN"
"EPRDVD","WIN8P64RDVD_BRAZIL","E","Win8Pro64 RDVD_Brazil"
"EPRDVD","WIN8P64RDVD_CR_SL_EN_CL","E","Win8P64 RDVD_CR/SL/EN_CL"
"EPRDVD","WIN8P64RDVD_CZECH_EN","E","Win8Pro64 RDVD_Czech/EN"
"EPRDVD","WIN8P64RDVD_EMEA_CL","E","Win8P64 RDVD_EMEA_CL"
"EPRDVD","WIN8P64RDVD_EN FOR INDIA","E","Win8Pro64 RDVD_EN for India"
"EPRDVD","WIN8P64RDVD_ENGLISH","E","Win8P64 RDVD_English"
"EPRDVD","WIN8P64RDVD_FRENCH","E","Win8P64 RDVD_French"
"EPRDVD","WIN8P64RDVD_GERMAN","E","Win8P64 RDVD_German"
"EPRDVD","WIN8P64RDVD_GREEK_EN","E","Win8P64 RDVD_Greek/EN"
"EPRDVD","WIN8P64RDVD_HEBREW_EN","E","Win8P64 RDVD_Hebrew/EN"
"EPRDVD","WIN8P64RDVD_HUNGARIAN_EN","E","Win8P64 RDVD_Hungarian/EN"
"EPRDVD","WIN8P64RDVD_JAPANESE_EN","E","Win8P64 RDVD_Japanese/EN"
"EPRDVD","WIN8P64RDVD_KOREA_EN","E","Win8P64 RDVD_Korea/EN"
"EPRDVD","WIN8P64RDVD_NORDIC_CL","E","Win8P64 RDVD_Nordic_CL"
"EPRDVD","WIN8P64RDVD_POLISH","E","Win8P64 RDVD_Polish"
"EPRDVD","WIN8P64RDVD_PORTUGUESE_EN","E","Win8P64 RDVD_Portuguese/EN"
"EPRDVD","WIN8P64RDVD_ROMANIAN_EN","E","Win8P64 RDVD_Romanian/EN"
"EPRDVD","WIN8P64RDVD_RUSSIAN","E","Win8P64 RDVD_Russian"
"EPRDVD","WIN8P64RDVD_SERBIAN_EN","E","Win8P64 RDVD_Serbian/EN"
"EPRDVD","WIN8P64RDVD_SLOVAKIAN_EN","E","Win8P64 RDVD_Slovakian/EN"
"EPRDVD","WIN8P64RDVD_SPANISH","E","Win8P64 RDVD_Spanish"
"EPRDVD","WIN8P64RDVD_TC_EN_HK","E","Win8P64 RDVD_TC/EN_HK"
"EPRDVD","WIN8P64RDVD_TC_EN_TW","E","Win8P64 RDVD_TC/EN_TW"
"EPRDVD","WIN8P64RDVD_TURKISH_EN","E","Win8P64 RDVD_Turkish/EN"
"EPREARUSB","NO ADDITONAL USB PORT SELECTED","E","No Additonal USB Port Selected"
"EPREARUSB","REAR_2_USB_PORT_CABLE_SFF","E","Rear 2 USB Port Cable SFF"
"EPREARUSB","REAR_2_USB_PORT_CABLE_TW","E","Rear 2 USB Port Cable TW"
"EPREARUSB","TWO USB PORT ADDITION","E","Two USB port addition"
"EPREARUSB","TWO USB PORT ADDITION LP","E","Two USB port addition LP"
"EPSECOND_FLEX_BAY","5.25_FLEX MODULE","E","5.25"" Flex Module"
"EPSECOND_FLEX_BAY","5.25_FRONT HDD ENCLOSURE","E","5.25"" Front HDD Enclosure"
"EPSECOND_FLEX_BAY","5.25_HDD ENCLOSURE","E","5.25"" HDD Enclosure"
"EPSECOND_FLEX_BAY","EMPTY 5.25_FLEX MODULE","E","Empty 5.25"" Flex Module"
"EPSECOND_FLEX_BAY","EMPTY 5.25_HDD ENCLOSURE","E","Empty 5.25"" HDD Enclosure"
"EPSECOND_FLEX_BAY","EMPTY FRONT HDD ENCLOSURE","E","Empty Front HDD Enclosure"
"EPSECOND_FLEX_BAY","EMPTY SLIM ODD_HDD KIT SFF","E","Empty Slim ODD and HDD Kit SFF"
"EPSECOND_FLEX_BAY","EMPTY SLIM ODD_HDD KIT TWR","E","Empty Slim ODD and HDD kit TWR"
"EPSECOND_FLEX_BAY","EMPTY_SLIM_ODD_KIT_TW","E","Empty Slim ODD Kit TW"
"EPSECOND_FLEX_BAY","NONE","E","NONE"
"EPSECOND_FLEX_BAY","SLIM ODD_HDD ENCLOSURE SFF","E","Slim ODD and HDD Enclosure SFF"
"EPSECOND_FLEX_BAY","SLIM ODD_HDD ENCLOSURE TWR","E","Slim ODD and HDD Enclosure TWR"
"EPSECOND_FLEX_BAY","SLIM_ODD_KIT_TW","E","Slim ODD Kit TW"
"EPSP2","D10 SECOND SERIAL PORT","E","D10 Second Serial Port"
"EPSP2","D20 SECOND SERIAL PORT","E","D20 Second Serial Port"
"EPSP2","NO SECOND SERIAL PORT","E","No Second Serial Port"
"EPSP2","S10 SECOND SERIAL PORT","E","S10 Second Serial Port"
"EPSP2","S20 SECOND SERIAL PORT","E","S20 Second Serial Port"
"EPSP2","SECOND SERIAL PORT","E","Second Serial Port"
"EPSP2","SECOND SERIAL PORT_H","E","Second Serial Port_H"
"EPSP2","SECOND SERIAL PORT_L","E","Second Serial Port_L"
"EPSP2","SECOND_SERIAL_PORT_CABLE","E","Second Serial Port Cable"
"EPSTEREO3DCONNECTOR","NO NVIDIA STEREO 3D CONNECTOR","E","No NVIDIA Stereo 3D Connector"
"EPSTEREO3DCONNECTOR","NVIDIA STEREO 3D CONNECTOR","E","NVIDIA Stereo 3D Connector"
"EPTHERMAL","2XTHERMAL_KIT_145W_TW","E","2XTHERMAL_KIT_145W_TW"
"EPTHERMAL","2XTHERMAL_KIT_160W_TW","E","2XTHERMAL_KIT_160W_TW"
"EPTHERMAL","2XTHERMAL_KIT_165W_TW","E","2XTHERMAL_KIT_165W_TW"
"EPTHERMAL","THERMAL_KIT_140W_TW","E","THERMAL_KIT_140W_TW"
"EPTHERMAL","THERMAL_KIT_145W_TW","E","THERMAL_KIT_145W_TW"
"EPTHERMAL","THERMAL_KIT_160W_TW","E","THERMAL_KIT_160W_TW"
"EPTHERMAL","THERMAL_KIT_165W_145W_TW","E","THERMAL_KIT_165W_145W_TW"
"EPTHERMAL","THERMAL_KIT_165W_TW","E","THERMAL_KIT_165W_TW"
"EPTHERMAL","THERMAL_KIT_65W_SFF","E","THERMAL_KIT_65W_SFF"
"EPTHERMAL","THERMAL_KIT_65W_TW","E","Thermal Kit 65W TW"
"EPTHERMAL","THERMAL_KIT_86W_65W_TW","E","THERMAL_KIT_86W_65W_TW"
"EPTHERMAL","THERMAL_KIT_95W_SFF","E","THERMAL_KIT_95W_SFF"
"EPTHERMAL","THERMAL_KIT_95W_TW","E","THERMAL_KIT_95W_TW"
"EPTHUNDERBOLT_IO","FRONT THUNDERBOLT CARD KIT","E","Front Thunderbolt Card Kit"
"EPTHUNDERBOLT_IO","INTELTHUNDERBOLT CARD ASSEMBLY","E","Intel Thunderbolt Add in Card"
"EPTHUNDERBOLT_IO","NO_THUNDERBOLT CARD","E","No Thunderbolt Card"
"EPTHUNDERBOLT_IO","THUNDERBOLT_3_FRONT_AIC","E","Thunderbolt 3 Front AIC"
"EPTHUNDERBOLT_IO","THUNDERBOLT_3_REAR_AIC","E","Thunderbolt 3 Rear AIC"
"EPULTRASLIM_ODD","9.5MM BLU_RAY DVD BURNER DOS","E","9.5mm Blu-ray DVD Burner DOS"
"EPULTRASLIM_ODD","9.5MM BLU_RAY DVD BURNER WIN10","E","9.5mm Blu-ray DVD Burner Win10"
"EPULTRASLIM_ODD","9.5MM BLU_RAY DVD BURNER WIN7","E","9.5mm Blu-ray DVD Burner Win7"
"EPULTRASLIM_ODD","9.5MM DVD ROM_DOS","E","9.5mm DVD ROM_DOS"
"EPULTRASLIM_ODD","9.5MM DVD ROM_WIN10","E","9.5mm DVD ROM_Win10"
"EPULTRASLIM_ODD","9.5MM DVD ROM_WIN7","E","9.5mm DVD ROM_Win7"
"EPULTRASLIM_ODD","9.5MM DVDBURNER_CD_RW DOS","E","9.5mm DVDBurner/CD-RW DOS"
"EPULTRASLIM_ODD","9.5MM DVDBURNER_CD_RW W10","E","9.5mm DVDBurner/CD-RW W10"
"EPULTRASLIM_ODD","9.5MM DVDBURNER_CD_RW W7","E","9.5mm DVDBurner/CD-RW W7"
