"CHAR","CHARVALUE","LANGUAGE","DESC"
"EP1ST_HDD_SELECTION","2.5_1TB SATA SSD NON_OPAL","E","2.5"" 1TB SATA SSD Non-OPAL"
"EP1ST_HDD_SELECTION","2.5_200GB SAS SSD","E","2.5"" 200GB SAS SSD"
"EP1ST_HDD_SELECTION","2.5_240GB SATA SSD","E","2.5"" 240GB SATA SSD"
"EP1ST_HDD_SELECTION","2.5_240GB SATA SSD OPAL","E","2.5"" 240GB SATA SSD OPAL"
"EP1ST_HDD_SELECTION","2.5_256GB SATA SSD NON_OPAL","E","2.5"" 256GB SATA SSD Non-OPAL"
"EP1ST_HDD_SELECTION","2.5_256GB SATA SSD OPAL","E","2.5"" 256GB SATA SSD OPAL"
"EP1ST_HDD_SELECTION","2.5_300GB SAS 15000RPM","E","2.5"" 300GB SAS 15000rpm"
"EP1ST_HDD_SELECTION","2.5_300GB_SAS_10000_RPM","E","2.5"" 300GB SAS 10000 rpm"
"EP1ST_HDD_SELECTION","2.5_400GB PCIE SSD","E","2.5"" 400GB PCIe SSD"
"EP1ST_HDD_SELECTION","2.5_400GB PCIE SSD PRO 750","E","2.5"" 400GB PCIe SSD Pro 750"
"EP1ST_HDD_SELECTION","2.5_400GB SAS SSD","E","2.5"" 400GB SAS SSD"
"EP1ST_HDD_SELECTION","2.5_450GB SAS 15000RPM","E","2.5"" 450GB SAS 15000 rpm"
"EP1ST_HDD_SELECTION","2.5_480GB SATA SSD","E","2.5"" 480GB SATA SSD"
"EP1ST_HDD_SELECTION","2.5_480GB SATA SSD OPAL","E","2.5"" 480GB SATA SSD OPAL"
"EP1ST_HDD_SELECTION","2.5_480GB_PCIE_SSD","E","2.5"" 480GB PCIe SSD"
"EP1ST_HDD_SELECTION","2.5_512GB SATA SSD","E","2.5"" 512GB SATA SSD"
"EP1ST_HDD_SELECTION","2.5_512GB_SATA_SSD_OPAL","E","2.5"" 512GB SATA SSD OPAL"
"EP1ST_HDD_SELECTION","2.5_600GB SAS 15000RPM","E","2.5"" 600GB SAS 15000 rpm"
"EP1ST_HDD_SELECTION","2.5_600GB_SAS_10000_RPM","E","2.5"" 600GB SAS 10000 rpm"
"EP1ST_HDD_SELECTION","2.5_800GB SAS SSD","E","2.5"" 800GB SAS SSD"
"EP1ST_HDD_SELECTION","2.5_PCIE SSD 400GB P3700","E","2.5"" PCIe SSD 400GB P3700"
"EP1ST_HDD_SELECTION","2.5_PCIE SSD 400GB PRO750","E","2.5"" PCIe SSD 400GB Pro750"
"EP1ST_HDD_SELECTION","2048GB_SSD_2.5_SATA3_OPAL","E","2048GB SSD 2.5"" SATA3 OPAL"
"EP1ST_HDD_SELECTION","240GB_SSD_2.5_SATA3_OPAL","E","240GB SSD 2.5"" SATA3 OPAL"
"EP1ST_HDD_SELECTION","256GB_SSD_2.5_SATA3_OPAL","E","256GB SSD 2.5"" SATA3 OPAL"
"EP1ST_HDD_SELECTION","256GB_SSD_M.2_PCIE_OPAL","E","256GB SSD M.2 PCIe OPAL"
"EP1ST_HDD_SELECTION","2TB HYBRID HDD SATA 3.5","E","3.5"" 2TB SATA Hybrid HDD"
"EP1ST_HDD_SELECTION","2TB_HD_7200RPM_3.5_SATA3","E","2TB HD 7200RPM 3.5"" SATA3"
"EP1ST_HDD_SELECTION","2TB+8GB_SSHD_7200RPM_3.5","E","2TB+8GB SSHD 7200RPM 3.5"""
"EP1ST_HDD_SELECTION","3.5_1TB SATA HDD 7200RPM","E","3.5"" 1TB SATA HDD 7200 rpm"
"EP1ST_HDD_SELECTION","3.5_2TB SATA HDD 7200RPM","E","3.5"" 2TB SATA HDD 7200 rpm"
"EP1ST_HDD_SELECTION","3.5_3TB SATA HDD 7200RPM","E","3.5"" 3TB SATA HDD 7200 rpm"
"EP1ST_HDD_SELECTION","3.5_4TB SATA HDD 7200RPM","E","3.5"" 4TB SATA HDD 7200 rpm"
"EP1ST_HDD_SELECTION","3.5_500GB SATA HDD 7200RPM","E","3.5"" 500GB SATA HDD 7200 rpm"
"EP1ST_HDD_SELECTION","3.5_6TB_SATA_HDD_7200_RPM","E","3.5"" 6TB SATA HDD 7200 rpm"
"EP1ST_HDD_SELECTION","300GB_HD_10000RPM_2.5_SAS","E","300GB HD 10000RPM 2.5"" SAS"
"EP1ST_HDD_SELECTION","3TB_HD_7200RPM_3.5_SATA3","E","3TB HD 7200RPM 3.5"" SATA3"
"EP1ST_HDD_SELECTION","480GB_SSD_2.5_SATA3_OPAL","E","480GB SSD 2.5"" SATA3 OPAL"
"EP1ST_HDD_SELECTION","4TB_HD_7200RPM_3.5_SATA3","E","4TB HD 7200RPM 3.5"" SATA3"
"EP1ST_HDD_SELECTION","512GB_SSD_2.5_SATA_OPAL","E","512GB SSD 2.5” SATA OPAL"
"EP1ST_HDD_SELECTION","512GB_SSD_2.5_SATA3","E","512GB SSD 2.5"" SATA3"
"EP1ST_HDD_SELECTION","600GB_HD_10000RPM_2.5_SAS","E","600GB HD 10000RPM 2.5"" SAS"
"EP1ST_HDD_SELECTION","6TB_HD_7200RPM_3.5_SATA3","E","6TB HD 7200RPM 3.5"" SATA3"
"EP1ST_HDD_SELECTION","NO_1ST HDD SELECTED","E","No 1st HDD Selected"
"EP1ST_HDD_SELECTION_QTY","1","E","1"
"EP1ST_M2_SSD_BOOT_DRIVE","NO","E","No"
"EP1ST_M2_SSD_BOOT_DRIVE","YES","E","Yes"
"EP1ST_M2_SSD_QTY","0","E","0"
"EP1ST_M2_SSD_SELECTION","M.2 256GB PCIE GEN3 OPAL NVME","E","M.2 256GB PCIe Gen3 OPAL NVME"
"EP1ST_M2_SSD_SELECTION","M.2 256GB PCIE GEN3 SSD AHCI","E","M.2 256GB PCIe Gen 3 SSD AHCI"
"EP1ST_M2_SSD_SELECTION","M.2 256GB PCIE SSD","E","M.2 256GB PCIe SSD AHCI"
"EP1ST_M2_SSD_SELECTION","M.2 256GB PCIE SSD OPAL","E","M.2 256GB PCIe SSD OPAL"
"EP1ST_M2_SSD_SELECTION","M.2 512GB PCIE GEN3 NVME","E","M.2 512GB PCIe Gen 3 NVME"
"EP1ST_M2_SSD_SELECTION","M.2 512GB PCIE SSD","E","M.2 512GB PCIe SSD AHCI"
"EP1ST_M2_SSD_SELECTION","M.2_192GB SATA SSD","E","M.2 192GB SATA SSD"
"EP1ST_M2_SSD_SELECTION","M.2_1TB PCIE GEN 3 NVME","E","M.2 1TB PCIe Gen 3 NVME"
"EP1ST_M2_SSD_SELECTION","M.2_1TB PCIE SSD","E","M.2 1TB PCIe SSD"
"EP1ST_M2_SSD_SELECTION","M.2_1TB_PCIE_GEN_3_OPAL_NVME","E","M.2 1TB PCIe Gen 3 OPAL NVME"
"EP1ST_M2_SSD_SELECTION","M.2_256GB SATA SSD","E","M.2 256GB SATA SSD"
"EP1ST_M2_SSD_SELECTION","M.2_512GB PCIE SSD","E","M.2 512GB PCIe SSD"
"EP1ST_M2_SSD_SELECTION","NO_1ST M.2 SSD SELECTED","E","No 1st M.2 SSD Selected"
"EP1ST_RAID_ARRAY","NO_1ST RAID SELECTED","E","No 1st RAID Selected"
"EP1ST_RAID_ARRAY","RAID 0","E","RAID 0"
"EP1ST_RAID_ARRAY","RAID 1 W_SPARE DRIVE","E","RAID 1 w/spare drive"
"EP1ST_RAID_ARRAY","RAID 1_2 HDDS MIN","E","RAID 1 (2 HDDs min)"
"EP1ST_RAID_ARRAY","RAID 10 W_SPARE DRIVE","E","RAID 10 w/spare drive"
"EP1ST_RAID_ARRAY","RAID 10_4 HDDS MIN","E","RAID 10 (4 HDDs min)"
"EP1ST_RAID_ARRAY","RAID 5 W_SPARE DRIVE","E","RAID 5 w/spare drive"
"EP1ST_RAID_ARRAY","RAID 5_3 HDDS MIN","E","RAID 5 (3 HDDs min)"
"EP1ST_RAID_ARRAY","RAID 6 W_SPARE DRIVE","E","RAID 6 w/spare drive"
"EP1ST_RAID_ARRAY","RAID 6_4 HDDS MIN","E","RAID 6 (4 HDDs min)"
"EP1STHDD_SELECTION_SIZE","2.5","E","2.5"
"EP1STHDD_SELECTION_SIZE","3.5","E","3.5"
"EP1STHDD_SELECTION_SIZE","NONE","E","NONE"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","2X_DP TO 2XDP DONGLE","E","2xDP to 2xDP dongle"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","2XDISPLAY PORT TO HDMI DONGLE","E","2xDisplay Port to HDMI dongle"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","2XDISPLAYPORT TO DVI DONGLE","E","2xDisplayPort to DVI dongle"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","2XDP TO DVI 2LINK DONGLE","E","2xDP to DVI (2link) dongle"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","2XDP TO VGA DONGLE","E","2xDisplay Port to VGA dongle"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","2XDP_TO_DUAL_DP","E","2xDP to Dual DP"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","2XDP_TO_DVI_DL","E","2xDP to DVI DL"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","2XDP_TO_DVI_SL","E","2xDP to DVI SL"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","2XDP_TO_HDMI","E","2xDP to HDMI"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","2XDP_TO_VGA","E","2xDP to VGA"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","3X_DP TO 2XDP DONGLE","E","3xDP to 2xDP dongle"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","3XDISPLAY PORT TO HDMI DONGLE","E","3xDisplay Port to HDMI dongle"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","3XDISPLAYPORT TO DVI DONGLE","E","3xDisplayPort to DVI dongle"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","3XDP TO DVI 2LINK DONGLE","E","3xDP to DVI (2link) dongle"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","3XDP TO VGA DONGLE","E","3xDisplay Port to VGA dongle"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","3XDP_TO_DUAL_DP","E","3xDP to Dual DP"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","3XDP_TO_DVI_DL","E","3xDP to DVI DL"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","3XDP_TO_DVI_SL","E","3xDP to DVI SL"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","3XDP_TO_HDMI","E","3xDP to HDMI"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","3XDP_TO_VGA","E","3xDP to VGA"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","4X_DP TO 2XDP DONGLE","E","4xDP to 2xDP dongle"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","4XDISPLAY PORT TO HDMI DONGLE","E","4xDisplay Port to HDMI dongle"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","4XDISPLAYPORT TO DVI DONGLE","E","4xDisplayPort to DVI dongle"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","4XDP TO DVI 2LINK DONGLE","E","4xDP to DVI (2link) dongle"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","4XDP TO VGA DONGLE","E","4xDisplay Port to VGA dongle"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","4XDP_TO_DUAL_DP","E","4xDP to Dual DP"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","4XDP_TO_DVI_DL","E","4xDP to DVI DL"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","4XDP_TO_DVI_SL","E","4xDP to DVI SL"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","4XDP_TO_HDMI","E","4xDP to HDMI"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","4XDP_TO_VGA","E","4xDP to VGA"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","DISPLAY PORT TO HDMI DONGLE","E","Display Port to HDMI dongle"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","DISPLAYPORT TO DVI DONGLE","E","DisplayPort to DVI dongle"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","DP TO 2XDP DONGLE","E","DP to 2xDP dongle"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","DP TO DVI 2LINK DONGLE","E","DP to DVI (2link) dongle"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","DP TO VGA DONGLE","E","Display Port to VGA dongle"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","DP_TO_DUAL_DP","E","DP to Dual DP"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","DP_TO_DVI_DL","E","DP to DVI DL"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","DP_TO_DVI_SL","E","DP to DVI SL"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","DP_TO_HDMI","E","DP to HDMI"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","DP_TO_VGA","E","DP to VGA"
"EP2ND_GRAPHIC_CARD_DP_DONGLE","NO GRAPHICS DONGLE SELECTED","E","No Graphics Dongle Selected"
"EP2ND_GRAPHIC_CARD_DVI_DONGLE","2XDVI TO VGA DONGLE","E","2xDVI to VGA dongle"
"EP2ND_GRAPHIC_CARD_DVI_DONGLE","2XDVI_TO_VGA","E","2xDVI to VGA"
"EP2ND_GRAPHIC_CARD_DVI_DONGLE","3XDVI TO VGA DONGLE","E","3xDVI to VGA dongle"
"EP2ND_GRAPHIC_CARD_DVI_DONGLE","3XDVI_TO_VGA","E","3xDVI to VGA"
"EP2ND_GRAPHIC_CARD_DVI_DONGLE","4XDVI TO VGA DONGLE","E","4xDVI to VGA dongle"
"EP2ND_GRAPHIC_CARD_DVI_DONGLE","4XDVI_TO_VGA","E","4xDVI to VGA"
"EP2ND_GRAPHIC_CARD_DVI_DONGLE","DVI TO VGA DONGLE","E","DVI to VGA dongle"
"EP2ND_GRAPHIC_CARD_DVI_DONGLE","DVI_TO_VGA","E","DVI to VGA"
"EP2ND_GRAPHIC_CARD_DVI_DONGLE","NO GRAPHICS DONGLE SELECTED","E","No Graphics Dongle Selected"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","2XMINI DP TO DP DONGLE","E","2xMini DP to DP dongle"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","2XMINI DP TO HDMI CONVERTER","E","2xMini DP to HDMI Converter"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","2XMINI_DP_TO_DP","E","2xMini DP to DP"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","2XMINI_DP_TO_DVI_SL","E","2xMini DP to DVI SL"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","2XMINI_DP_TO_HDMI","E","2xMini DP to HDMI"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","2XMINI_DP_TO_VGA","E","2xMini DP to VGA"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","2XMINIDP TO DVI SL CONVERTER","E","2xMiniDP to DVI (SL) Converter"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","3XMINI DP TO DP DONGLE","E","3xMini DP to DP dongle"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","3XMINI DP TO HDMI CONVERTER","E","3xMini DP to HDMI Converter"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","3XMINI_DP_TO_DP","E","3xMini DP to DP"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","3XMINI_DP_TO_DVI_SL","E","3xMini DP to DVI SL"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","3XMINI_DP_TO_HDMI","E","3xMini DP to HDMI"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","3XMINI_DP_TO_VGA","E","3xMini DP to VGA"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","3XMINIDP TO DVI SL CONVERTER","E","3xMiniDP to DVI (SL) Converter"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","4XMINI DP TO DP DONGLE","E","4xMini DP to DP dongle"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","4XMINI DP TO HDMI CONVERTER","E","4xMini DP to HDMI Converter"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","4XMINI_DP_TO_DP","E","4xMini DP to DP"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","4XMINI_DP_TO_DVI_SL","E","4xMini DP to DVI SL"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","4XMINI_DP_TO_HDMI","E","4xMini DP to HDMI"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","4XMINI_DP_TO_VGA","E","4xMini DP to VGA"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","4XMINIDP TO DVI SL CONVERTER","E","4xMiniDP to DVI (SL) Converter"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","5XMINI DP TO DP DONGLE","E","5xMini DP to DP dongle"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","5XMINI DP TO HDMI CONVERTER","E","5xMini DP to HDMI Converter"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","5XMINI_DP_TO_DP","E","5xMini DP to DP"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","5XMINI_DP_TO_DVI_SL","E","5xMini DP to DVI SL"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","5XMINI_DP_TO_HDMI","E","5xMini DP to HDMI"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","5XMINI_DP_TO_VGA","E","5xMini DP to VGA"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","5XMINIDP TO DVI SL CONVERTER","E","5xMiniDP to DVI (SL) Converter"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","6XMINI DP TO DP DONGLE","E","6xMini DP to DP dongle"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","6XMINI DP TO HDMI CONVERTER","E","6xMini DP to HDMI Converter"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","6XMINI_DP_TO_DP","E","6xMini DP to DP"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","6XMINI_DP_TO_DVI_SL","E","6xMini DP to DVI SL"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","6XMINI_DP_TO_HDMI","E","6xMini DP to HDMI"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","6XMINI_DP_TO_VGA","E","6xMini DP to VGA"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","6XMINIDP TO DVI SL CONVERTER","E","6xMiniDP to DVI (SL) Converter"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","7XMINI DP TO DP DONGLE","E","7xMini DP to DP dongle"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","7XMINI DP TO HDMI CONVERTER","E","7xMini DP to HDMI Converter"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","7XMINI_DP_TO_DP","E","7xMini DP to DP"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","7XMINI_DP_TO_DVI_SL","E","7xMini DP to DVI SL"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","7XMINI_DP_TO_HDMI","E","7xMini DP to HDMI"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","7XMINI_DP_TO_VGA","E","7xMini DP to VGA"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","7XMINIDP TO DVI SL CONVERTER","E","7xMiniDP to DVI (SL) Converter"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","8XMINI DP TO DP DONGLE","E","8xMini DP to DP dongle"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","8XMINI DP TO HDMI CONVERTER","E","8xMini DP to HDMI Converter"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","8XMINI_DP_TO_DP","E","8xMini DP to DP"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","8XMINI_DP_TO_DVI_SL","E","8xMini DP to DVI SL"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","8XMINI_DP_TO_HDMI","E","8xMini DP to HDMI"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","8XMINI_DP_TO_VGA","E","8xMini DP to VGA"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","8XMINIDP TO DVI SL CONVERTER","E","8xMiniDP to DVI (SL) Converter"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","MINI DP TO DP DONGLE","E","Mini DP to DP dongle"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","MINI DP TO DVI SL CONVERTER","E","Mini DP to DVI (SL) Converter"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","MINI DP TO HDMI CONVERTER","E","Mini DP to HDMI Converter"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","MINI_DP_TO_DP","E","Mini DP to DP"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","MINI_DP_TO_DVI_SL","E","Mini DP to DVI SL"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","MINI_DP_TO_HDMI","E","Mini DP to HDMI"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","MINI_DP_TO_VGA","E","Mini DP to VGA"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","MINIDP_TO_VGA_DONGLE","E","MiniDP to VGA Dongle"
"EP2ND_GRAPHIC_CARD_MDP_DONGLE","NO GRAPHICS DONGLE SELECTED","E","No Graphics Dongle Selected"
"EP2ND_HDD_SELECTION","1024GB_SSD_2.5_SATA3_OPAL","E","1024GB SSD 2.5"" SATA3 OPAL"
"EP2ND_HDD_SELECTION","180GB_SSD_2.5_SATA3_OPAL","E","180GB SSD 2.5"" SATA3 OPAL"
"EP2ND_HDD_SELECTION","1TB HYBRID HDD SATA 3.5","E","3.5"" 1TB SATA Hybrid HDD"
"EP2ND_HDD_SELECTION","1TB_HD_7200RPM_3.5_SATA3","E","1TB HD 7200RPM 3.5"" SATA3"
"EP2ND_HDD_SELECTION","1TB+8GB_SSHD_7200RPM_3.5","E","1TB+8GB SSHD 7200RPM 3.5"""
"EP2ND_HDD_SELECTION","2.5_1024GB_SATA_SSD_NON_OPAL","E","2.5"" 1024GB SATA SSD Non-OPAL"
"EP2ND_HDD_SELECTION","2.5_128GB SATA SSD","E","2.5"" 128GB SATA SSD"
"EP2ND_HDD_SELECTION","2.5_180GB SATA SSD","E","2.5"" 180GB SATA SSD"
"EP2ND_HDD_SELECTION","2.5_180GB SATA SSD OPAL","E","2.5"" 180GB SATA SSD OPAL"
"EP2ND_HDD_SELECTION","2.5_1TB SATA SSD NON_OPAL","E","2.5"" 1TB SATA SSD Non-OPAL"
"EP2ND_HDD_SELECTION","2.5_200GB SAS SSD","E","2.5"" 200GB SAS SSD"
"EP2ND_HDD_SELECTION","2.5_240GB SATA SSD","E","2.5"" 240GB SATA SSD"
"EP2ND_HDD_SELECTION","2.5_240GB SATA SSD OPAL","E","2.5"" 240GB SATA SSD OPAL"
"EP2ND_HDD_SELECTION","2.5_256GB SATA SSD NON_OPAL","E","2.5"" 256GB SATA SSD Non-OPAL"
"EP2ND_HDD_SELECTION","2.5_256GB SATA SSD OPAL","E","2.5"" 256GB SATA SSD OPAL"
"EP2ND_HDD_SELECTION","2.5_300GB SAS 15000RPM","E","2.5"" 300GB SAS 15000rpm"
"EP2ND_HDD_SELECTION","2.5_300GB_SAS_10000_RPM","E","2.5"" 300GB SAS 10000 rpm"
"EP2ND_HDD_SELECTION","2.5_400GB PCIE SSD","E","2.5"" 400GB PCIe SSD"
"EP2ND_HDD_SELECTION","2.5_400GB PCIE SSD PRO 750","E","2.5"" 400GB PCIe SSD Pro 750"
"EP2ND_HDD_SELECTION","2.5_400GB SAS SSD","E","2.5"" 400GB SAS SSD"
"EP2ND_HDD_SELECTION","2.5_450GB SAS 15000RPM","E","2.5"" 450GB SAS 15000 rpm"
"EP2ND_HDD_SELECTION","2.5_480GB SATA SSD","E","2.5"" 480GB SATA SSD"
"EP2ND_HDD_SELECTION","2.5_480GB SATA SSD OPAL","E","2.5"" 480GB SATA SSD OPAL"
"EP2ND_HDD_SELECTION","2.5_480GB_PCIE_SSD","E","2.5"" 480GB PCIe SSD"
"EP2ND_HDD_SELECTION","2.5_512GB SATA SSD","E","2.5"" 512GB SATA SSD"
"EP2ND_HDD_SELECTION","2.5_512GB_SATA_SSD_OPAL","E","2.5"" 512GB SATA SSD OPAL"
"EP2ND_HDD_SELECTION","2.5_600GB SAS 15000RPM","E","2.5"" 600GB SAS 15000 rpm"
"EP2ND_HDD_SELECTION","2.5_600GB_SAS_10000_RPM","E","2.5"" 600GB SAS 10000 rpm"
"EP2ND_HDD_SELECTION","2.5_800GB SAS SSD","E","2.5"" 800GB SAS SSD"
"EP2ND_HDD_SELECTION","2.5_PCIE SSD 400GB P3700","E","2.5"" PCIe SSD 400GB P3700"
"EP2ND_HDD_SELECTION","2.5_PCIE SSD 400GB PRO750","E","2.5"" PCIe SSD 400GB Pro750"
"EP2ND_HDD_SELECTION","2048GB_SSD_2.5_SATA3_OPAL","E","2048GB SSD 2.5"" SATA3 OPAL"
"EP2ND_HDD_SELECTION","240GB_SSD_2.5_SATA3_OPAL","E","240GB SSD 2.5"" SATA3 OPAL"
"EP2ND_HDD_SELECTION","256GB_SSD_2.5_SATA3_OPAL","E","256GB SSD 2.5"" SATA3 OPAL"
"EP2ND_HDD_SELECTION","256GB_SSD_M.2_PCIE_OPAL","E","256GB SSD M.2 PCIe OPAL"
"EP2ND_HDD_SELECTION","2TB HYBRID HDD SATA 3.5","E","3.5"" 2TB SATA Hybrid HDD"
"EP2ND_HDD_SELECTION","2TB_HD_7200RPM_3.5_SATA3","E","2TB HD 7200RPM 3.5"" SATA3"
"EP2ND_HDD_SELECTION","2TB+8GB_SSHD_7200RPM_3.5","E","2TB+8GB SSHD 7200RPM 3.5"""
"EP2ND_HDD_SELECTION","3.5_1TB SATA HDD 7200RPM","E","3.5"" 1TB SATA HDD 7200 rpm"
"EP2ND_HDD_SELECTION","3.5_2TB SATA HDD 7200RPM","E","3.5"" 2TB SATA HDD 7200 rpm"
"EP2ND_HDD_SELECTION","3.5_3TB SATA HDD 7200RPM","E","3.5"" 3TB SATA HDD 7200 rpm"
"EP2ND_HDD_SELECTION","3.5_4TB SATA HDD 7200RPM","E","3.5"" 4TB SATA HDD 7200 rpm"
"EP2ND_HDD_SELECTION","3.5_500GB SATA HDD 7200RPM","E","3.5"" 500GB SATA HDD 7200 rpm"
"EP2ND_HDD_SELECTION","3.5_6TB_SATA_HDD_7200_RPM","E","3.5"" 6TB SATA HDD 7200 rpm"
"EP2ND_HDD_SELECTION","300GB_HD_10000RPM_2.5_SAS","E","300GB HD 10000RPM 2.5"" SAS"
"EP2ND_HDD_SELECTION","3TB_HD_7200RPM_3.5_SATA3","E","3TB HD 7200RPM 3.5"" SATA3"
"EP2ND_HDD_SELECTION","480GB_SSD_2.5_SATA3_OPAL","E","480GB SSD 2.5"" SATA3 OPAL"
"EP2ND_HDD_SELECTION","4TB_HD_7200RPM_3.5_SATA3","E","4TB HD 7200RPM 3.5"" SATA3"
"EP2ND_HDD_SELECTION","512GB_SSD_2.5_SATA_OPAL","E","512GB SSD 2.5” SATA OPAL"
"EP2ND_HDD_SELECTION","512GB_SSD_2.5_SATA3","E","512GB SSD 2.5"" SATA3"
"EP2ND_HDD_SELECTION","600GB_HD_10000RPM_2.5_SAS","E","600GB HD 10000RPM 2.5"" SAS"
"EP2ND_HDD_SELECTION","6TB_HD_7200RPM_3.5_SATA3","E","6TB HD 7200RPM 3.5"" SATA3"
"EP2ND_HDD_SELECTION","NO_2ND HDD SELECTED","E","No 2nd HDD Selected"
"EP2ND_HDD_SELECTION_QTY","0","E","0"
"EP2ND_RAID_ARRAY","NO_2ND RAID SELECTED","E","No 2nd RAID Selected"
